type,stamp_relative,stamp_absolute,error,linear_x,angular_z
command,1.550284,1761866418.422115,nan,0.300000,-0.370488
error,1.559597,1761866418.431428,-0.529268,0.300000,-0.370488
command,1.586088,1761866418.457919,nan,0.300000,-0.370488
error,1.600486,1761866418.472317,-0.529268,0.300000,-0.370488
command,1.615526,1761866418.487357,nan,0.300000,-0.370488
error,1.626112,1761866418.497943,-0.529268,0.300000,-0.370488
command,1.652546,1761866418.524377,nan,0.300000,-0.370488
error,1.664977,1761866418.536807,-0.529268,0.300000,-0.370488
command,1.681992,1761866418.553823,nan,0.300000,-0.370488
error,1.694514,1761866418.566344,-0.456098,0.300000,-0.370488
command,1.714483,1761866418.586314,nan,0.300000,-0.117109
error,1.726623,1761866418.598453,-0.336585,0.300000,-0.117109
command,1.747964,1761866418.619794,nan,0.550000,0.085475
error,1.758879,1761866418.630709,-0.212195,0.550000,0.085475
command,1.784366,1761866418.656197,nan,0.300000,0.195218
error,1.799533,1761866418.671364,-0.102439,0.300000,0.195218
command,1.813609,1761866418.685440,nan,0.300000,0.227013
error,1.825736,1761866418.697567,-0.039024,0.300000,0.227013
command,1.847734,1761866418.719564,nan,0.300000,0.142892
error,1.870439,1761866418.742270,0.000000,0.300000,0.142892
command,1.880821,1761866418.752651,nan,0.300000,0.105574
error,1.893983,1761866418.765814,0.034146,0.300000,0.105574
command,1.913502,1761866418.785333,nan,0.300000,0.119276
error,1.926700,1761866418.798531,0.073171,0.300000,0.119276
command,1.948701,1761866418.820532,nan,0.300000,0.156222
error,1.966182,1761866418.838012,0.126829,0.300000,0.156222
command,1.979551,1761866418.851382,nan,0.300000,0.235039
error,1.992799,1761866418.864630,0.182927,0.300000,0.235039
command,2.011868,1761866418.883698,nan,0.300000,0.280779
error,2.029187,1761866418.901017,0.256098,0.300000,0.280779
command,2.044256,1761866418.916087,nan,0.300000,0.383183
error,2.061072,1761866418.932903,0.346341,0.300000,0.383183
command,2.077530,1761866418.949361,nan,0.300000,0.486480
error,2.101126,1761866418.972957,0.473171,0.300000,0.486480
command,2.112250,1761866418.984081,nan,0.300000,0.672340
error,2.128244,1761866419.000074,0.473171,0.300000,0.672340
command,2.143629,1761866419.015459,nan,0.300000,0.331220
error,2.167260,1761866419.039091,0.473171,0.300000,0.331220
command,2.177087,1761866419.048917,nan,0.300000,0.331220
error,2.194913,1761866419.066744,0.473171,0.300000,0.331220
command,2.209336,1761866419.081167,nan,0.300000,0.331220
error,2.226899,1761866419.098730,0.473171,0.300000,0.331220
command,2.242677,1761866419.114507,nan,0.300000,0.331220
error,2.266347,1761866419.138178,0.473171,0.300000,0.331220
command,2.276754,1761866419.148585,nan,0.300000,0.331220
error,2.294254,1761866419.166085,0.473171,0.300000,0.331220
command,2.307767,1761866419.179598,nan,0.300000,0.331220
error,2.326488,1761866419.198318,0.617073,0.300000,0.331220
command,2.340768,1761866419.212599,nan,0.300000,0.824384
error,2.366722,1761866419.238553,0.543902,0.300000,0.824384
command,2.375417,1761866419.247247,nan,0.300000,0.181410
error,2.393643,1761866419.265474,0.453659,0.300000,0.181410
command,2.406961,1761866419.278792,nan,0.550000,0.072725
error,2.425340,1761866419.297170,0.312195,0.550000,0.072725
command,2.440168,1761866419.311999,nan,0.300000,-0.166336
error,2.465358,1761866419.337189,0.158537,0.300000,-0.166336
command,2.474771,1761866419.346602,nan,0.300000,-0.304982
error,2.492898,1761866419.364729,0.060976,0.300000,-0.304982
command,2.506711,1761866419.378541,nan,0.300000,-0.220093
error,2.536360,1761866419.408191,-0.004878,0.300000,-0.220093
command,2.539718,1761866419.411548,nan,0.550000,0.042683
error,2.559891,1761866419.431721,-0.039024,0.550000,0.042683
command,2.573222,1761866419.445053,nan,0.300000,-0.292565
error,2.592472,1761866419.464303,-0.058537,0.300000,-0.292565
command,2.605927,1761866419.477757,nan,0.300000,-0.095087
error,2.625405,1761866419.497236,-0.075610,0.300000,-0.095087
command,2.637971,1761866419.509802,nan,0.300000,-0.099856
error,2.658639,1761866419.530469,-0.095122,0.300000,-0.099856
command,2.671154,1761866419.542984,nan,0.300000,-0.119683
error,2.700681,1761866419.572512,-0.119512,0.300000,-0.119683
command,2.705104,1761866419.576935,nan,0.300000,-0.149769
error,2.727356,1761866419.599187,-0.146341,0.300000,-0.149769
command,2.737657,1761866419.609487,nan,0.300000,-0.176231
error,2.758990,1761866419.630821,-0.173171,0.300000,-0.176231
command,2.770911,1761866419.642741,nan,0.300000,-0.192726
error,2.799179,1761866419.671010,-0.221951,0.300000,-0.192726
command,2.804233,1761866419.676063,nan,0.300000,-0.291389
error,2.826069,1761866419.697900,-0.273171,0.300000,-0.291389
command,2.836697,1761866419.708528,nan,0.300000,-0.330471
error,2.868661,1761866419.740491,-0.329268,0.300000,-0.330471
command,2.870744,1761866419.742574,nan,0.300000,-0.191220
error,2.893258,1761866419.765088,-0.382927,0.300000,-0.191220
command,2.903353,1761866419.775184,nan,0.300000,-0.562212
error,2.932848,1761866419.804679,-0.439024,0.300000,-0.562212
command,2.936882,1761866419.808712,nan,0.300000,-0.268049
error,2.959317,1761866419.831148,-0.500000,0.300000,-0.268049
command,2.969338,1761866419.841169,nan,0.300000,-0.674517
error,2.992687,1761866419.864518,-0.509756,0.300000,-0.674517
command,3.002556,1761866419.874387,nan,0.300000,-0.383197
error,3.036577,1761866419.908408,-0.512195,0.300000,-0.383197
command,3.036771,1761866419.908602,nan,0.300000,-0.356829
error,3.059388,1761866419.931218,-0.441463,0.300000,-0.356829
command,3.068020,1761866419.939851,nan,0.300000,-0.118233
error,3.101569,1761866419.973399,-0.326829,0.300000,-0.118233
command,3.101630,1761866419.973461,nan,0.300000,-0.309024
error,3.126511,1761866419.998341,-0.229268,0.300000,-0.309024
command,3.135300,1761866420.007131,nan,0.300000,0.413214
error,3.158834,1761866420.030664,-0.143902,0.300000,0.413214
command,3.167829,1761866420.039660,nan,0.300000,0.132963
command,3.200808,1761866420.072639,nan,0.300000,-0.100732
error,3.206702,1761866420.078532,-0.053659,0.300000,-0.100732
error,3.225966,1761866420.097797,-0.021951,0.300000,-0.100732
command,3.233325,1761866420.105156,nan,0.300000,0.318936
error,3.258918,1761866420.130749,-0.029268,0.300000,0.318936
command,3.266619,1761866420.138450,nan,0.300000,-0.040560
error,3.299192,1761866420.171023,-0.053659,0.300000,-0.040560
command,3.299773,1761866420.171604,nan,0.300000,-0.020488
error,3.326336,1761866420.198166,-0.121951,0.300000,-0.020488
command,3.332988,1761866420.204819,nan,0.300000,-0.338741
command,3.366678,1761866420.238509,nan,0.300000,-0.085366
error,3.367876,1761866420.239706,-0.192683,0.300000,-0.085366
error,3.392406,1761866420.264237,-0.290244,0.300000,-0.085366
command,3.398555,1761866420.270385,nan,0.300000,-0.671312
error,3.424925,1761866420.296756,-0.392683,0.300000,-0.671312
command,3.430775,1761866420.302606,nan,0.300000,-0.557961
error,3.458590,1761866420.330420,-0.502439,0.300000,-0.557961
command,3.465094,1761866420.336924,nan,0.300000,-0.642423
error,3.491818,1761866420.363648,-0.492683,0.300000,-0.642423
command,3.498449,1761866420.370279,nan,0.300000,-0.317754
command,3.529856,1761866420.401686,nan,0.300000,-0.344878
error,3.534711,1761866420.406541,-0.404878,0.300000,-0.344878
error,3.559157,1761866420.430987,-0.275610,0.300000,-0.344878
command,3.562639,1761866420.434470,nan,0.300000,-0.041996
command,3.596907,1761866420.468738,nan,0.300000,0.150471
error,3.598750,1761866420.470581,-0.168293,0.300000,0.150471
error,3.626441,1761866420.498272,-0.070732,0.300000,0.150471
command,3.629447,1761866420.501277,nan,0.300000,0.176412
command,3.663072,1761866420.534903,nan,0.300000,0.216723
error,3.664932,1761866420.536763,-0.024390,0.300000,0.216723
error,3.694531,1761866420.566361,-0.043902,0.300000,0.216723
command,3.695435,1761866420.567266,nan,0.300000,0.111243
error,3.726387,1761866420.598217,-0.097561,0.300000,0.111243
command,3.728836,1761866420.600667,nan,0.300000,-0.083052
error,3.758656,1761866420.630486,-0.226829,0.300000,-0.083052
command,3.762196,1761866420.634027,nan,0.300000,-0.213847
command,3.794182,1761866420.666013,nan,0.300000,-0.521401
error,3.798028,1761866420.669858,-0.414634,0.300000,-0.521401
error,3.825694,1761866420.697525,-0.414634,0.300000,-0.521401
command,3.827781,1761866420.699611,nan,0.300000,-0.789137
command,3.860191,1761866420.732022,nan,0.300000,-0.290244
error,3.868680,1761866420.740511,-0.414634,0.300000,-0.290244
error,3.892614,1761866420.764445,-0.414634,0.300000,-0.290244
command,3.893581,1761866420.765411,nan,0.300000,-0.290244
error,3.927428,1761866420.799258,-0.414634,0.300000,-0.290244
command,3.927463,1761866420.799293,nan,0.300000,-0.290244
error,3.958486,1761866420.830317,-0.414634,0.300000,-0.290244
command,3.960226,1761866420.832057,nan,0.300000,-0.290244
error,3.992174,1761866420.864004,-0.414634,0.300000,-0.290244
command,3.992586,1761866420.864417,nan,0.300000,-0.290244
command,4.026727,1761866420.898558,nan,0.300000,-0.290244
error,4.034544,1761866420.906375,-0.414634,0.300000,-0.290244
command,4.059736,1761866420.931567,nan,0.300000,-0.290244
error,4.059771,1761866420.931601,-0.497561,0.300000,-0.290244
command,4.092509,1761866420.964339,nan,0.300000,-0.573815
error,4.092541,1761866420.964372,-0.387805,0.300000,-0.573815
command,4.127018,1761866420.998848,nan,0.550000,0.032545
error,4.138799,1761866421.010630,-0.278049,0.550000,0.032545
command,4.157825,1761866421.029655,nan,0.300000,0.100511
error,4.159418,1761866421.031248,-0.158537,0.300000,0.100511
command,4.189976,1761866421.061807,nan,0.300000,0.220955
error,4.194661,1761866421.066491,-0.026829,0.300000,0.220955
command,4.222716,1761866421.094547,nan,0.300000,0.344335
error,4.225468,1761866421.097298,0.056098,0.300000,0.344335
command,4.256757,1761866421.128588,nan,0.300000,0.259812
error,4.258711,1761866421.130541,0.102439,0.300000,0.259812
command,4.288949,1761866421.160779,nan,0.300000,0.200631
error,4.291804,1761866421.163635,0.107317,0.300000,0.200631
command,4.324994,1761866421.196825,nan,0.550000,0.088436
error,4.332583,1761866421.204414,0.097561,0.550000,0.088436
command,4.354990,1761866421.226820,nan,0.550000,0.041702
error,4.361325,1761866421.233155,0.075610,0.550000,0.041702
command,4.390042,1761866421.261873,nan,0.550000,-0.006809
error,4.399087,1761866421.270917,0.043902,0.550000,-0.006809
command,4.420893,1761866421.292724,nan,0.300000,-0.055544
error,4.425355,1761866421.297186,0.004878,0.300000,-0.055544
command,4.453684,1761866421.325515,nan,0.300000,-0.104058
error,4.458703,1761866421.330534,-0.029268,0.300000,-0.104058
command,4.491199,1761866421.363029,nan,0.300000,-0.111110
error,4.498987,1761866421.370817,-0.065854,0.300000,-0.111110
command,4.520030,1761866421.391861,nan,0.300000,-0.148313
error,4.528843,1761866421.400673,-0.100000,0.300000,-0.148313
command,4.553210,1761866421.425041,nan,0.300000,-0.162534
error,4.559303,1761866421.431134,-0.131707,0.300000,-0.162534
command,4.589377,1761866421.461207,nan,0.300000,-0.178441
error,4.598314,1761866421.470145,-0.156098,0.300000,-0.178441
command,4.619303,1761866421.491133,nan,0.300000,-0.175740
error,4.626023,1761866421.497854,-0.180488,0.300000,-0.175740
command,4.652490,1761866421.524320,nan,0.300000,-0.192656
error,4.658906,1761866421.530737,-0.197561,0.300000,-0.192656
command,4.688831,1761866421.560662,nan,0.300000,-0.184638
error,4.700502,1761866421.572332,-0.221951,0.300000,-0.184638
command,4.718488,1761866421.590318,nan,0.300000,-0.222118
error,4.726478,1761866421.598309,-0.246341,0.300000,-0.222118
command,4.755164,1761866421.626995,nan,0.300000,-0.238810
error,4.765234,1761866421.637064,-0.273171,0.300000,-0.238810
command,4.784889,1761866421.656720,nan,0.300000,-0.263807
error,4.792410,1761866421.664240,-0.302439,0.300000,-0.263807
command,4.819496,1761866421.691327,nan,0.300000,-0.293817
error,4.832847,1761866421.704677,-0.329268,0.300000,-0.293817
command,4.850013,1761866421.721844,nan,0.300000,-0.302369
error,4.861275,1761866421.733105,-0.365854,0.300000,-0.302369
command,4.885405,1761866421.757235,nan,0.300000,-0.356826
error,4.898764,1761866421.770594,-0.400000,0.300000,-0.356826
command,4.915910,1761866421.787741,nan,0.300000,-0.373189
error,4.926740,1761866421.798571,-0.431707,0.300000,-0.373189
command,4.951887,1761866421.823717,nan,0.300000,-0.388973
error,4.966270,1761866421.838100,-0.475610,0.300000,-0.388973
command,4.982401,1761866421.854231,nan,0.300000,-0.450650
error,4.992578,1761866421.864408,-0.507317,0.300000,-0.450650
command,5.017602,1761866421.889433,nan,0.300000,-0.442487
error,5.035724,1761866421.907555,-0.521951,0.300000,-0.442487
command,5.048406,1761866421.920236,nan,0.300000,-0.405080
error,5.059690,1761866421.931520,-0.507317,0.300000,-0.405080
command,5.082963,1761866421.954794,nan,0.300000,-0.315189
error,5.098688,1761866421.970518,-0.460976,0.300000,-0.315189
command,5.114370,1761866421.986201,nan,0.300000,-0.197831
error,5.126725,1761866421.998556,-0.404878,0.300000,-0.197831
command,5.146941,1761866422.018772,nan,0.300000,-0.128238
error,5.158880,1761866422.030711,-0.334146,0.300000,-0.128238
command,5.179252,1761866422.051082,nan,0.300000,-0.038574
error,5.203343,1761866422.075174,-0.253659,0.300000,-0.038574
command,5.213733,1761866422.085564,nan,0.550000,0.038509
error,5.226485,1761866422.098316,-0.207317,0.550000,0.038509
command,5.245535,1761866422.117366,nan,0.300000,-0.016180
error,5.258486,1761866422.130316,-0.190244,0.300000,-0.016180
command,5.282074,1761866422.153904,nan,0.300000,-0.087836
error,5.298683,1761866422.170514,-0.214634,0.300000,-0.087836
command,5.311192,1761866422.183023,nan,0.300000,-0.218522
error,5.328378,1761866422.200209,-0.256098,0.300000,-0.218522
command,5.344387,1761866422.216218,nan,0.300000,-0.291204
error,5.361847,1761866422.233678,-0.302439,0.300000,-0.291204
command,5.378690,1761866422.250521,nan,0.300000,-0.336952
error,5.392139,1761866422.263969,-0.334146,0.300000,-0.336952
command,5.414200,1761866422.286030,nan,0.300000,-0.319567
error,5.432695,1761866422.304525,-0.358537,0.300000,-0.319567
command,5.443754,1761866422.315585,nan,0.300000,-0.319560
error,5.460034,1761866422.331865,-0.358537,0.300000,-0.319560
command,5.476968,1761866422.348799,nan,0.300000,-0.250976
error,5.501960,1761866422.373791,-0.334146,0.300000,-0.250976
command,5.509962,1761866422.381792,nan,0.300000,-0.166143
error,5.529187,1761866422.401018,-0.287805,0.300000,-0.166143
command,5.542317,1761866422.414147,nan,0.300000,-0.075342
error,5.559925,1761866422.431755,-0.221951,0.300000,-0.075342
command,5.575532,1761866422.447362,nan,0.550000,0.022709
error,5.593522,1761866422.465352,-0.129268,0.550000,0.022709
command,5.609152,1761866422.480983,nan,0.300000,0.160311
error,5.627823,1761866422.499653,-0.070732,0.300000,0.160311
command,5.641186,1761866422.513017,nan,0.300000,0.112518
error,5.666108,1761866422.537939,0.000000,0.300000,0.112518
command,5.675716,1761866422.547547,nan,0.300000,0.189454
error,5.694387,1761866422.566218,0.087805,0.300000,0.189454
command,5.706897,1761866422.578728,nan,0.300000,0.308219
error,5.731851,1761866422.603681,0.207317,0.300000,0.308219
command,5.741355,1761866422.613185,nan,0.300000,0.467552
error,5.759630,1761866422.631460,0.336585,0.300000,0.467552
command,5.773686,1761866422.645517,nan,0.300000,0.585342
error,5.791526,1761866422.663356,0.507317,0.300000,0.585342
command,5.807058,1761866422.678889,nan,0.300000,0.815215
error,5.824803,1761866422.696634,0.507317,0.300000,0.815215
command,5.839211,1761866422.711042,nan,0.300000,0.355122
error,5.866207,1761866422.738037,0.507317,0.300000,0.355122
command,5.873828,1761866422.745659,nan,0.300000,0.355122
error,5.891897,1761866422.763727,0.507317,0.300000,0.355122
command,5.905823,1761866422.777654,nan,0.300000,0.355122
error,5.925607,1761866422.797437,0.565854,0.300000,0.355122
command,5.937855,1761866422.809685,nan,0.300000,0.560664
error,5.957804,1761866422.829634,0.463415,0.300000,0.560664
command,5.970989,1761866422.842819,nan,0.550000,0.046079
error,5.991635,1761866422.863466,0.358537,0.550000,0.046079
command,6.004217,1761866422.876048,nan,0.300000,-0.033743
error,6.034399,1761866422.906230,0.214634,0.300000,-0.033743
command,6.038911,1761866422.910742,nan,0.300000,-0.236520
error,6.059350,1761866422.931181,0.109756,0.300000,-0.236520
command,6.071415,1761866422.943246,nan,0.300000,-0.211927
error,6.092204,1761866422.964035,0.051220,0.300000,-0.211927
command,6.103566,1761866422.975397,nan,0.300000,-0.122570
error,6.125643,1761866422.997473,0.031707,0.300000,-0.122570
command,6.136847,1761866423.008677,nan,0.300000,-0.030692
error,6.158280,1761866423.030111,0.034146,0.300000,-0.030692
command,6.169021,1761866423.040852,nan,0.550000,0.030713
error,6.193655,1761866423.065485,0.039024,0.550000,0.030713
command,6.203561,1761866423.075391,nan,0.550000,0.040517
error,6.225260,1761866423.097090,0.063415,0.550000,0.040517
command,6.235853,1761866423.107684,nan,0.300000,0.109755
error,6.264657,1761866423.136488,0.090244,0.300000,0.109755
command,6.269159,1761866423.140990,nan,0.300000,0.138234
error,6.292331,1761866423.164162,0.124390,0.300000,0.138234
command,6.302050,1761866423.173881,nan,0.300000,0.180064
error,6.325472,1761866423.197303,0.160976,0.300000,0.180064
command,6.335219,1761866423.207049,nan,0.300000,0.211854
error,6.367200,1761866423.239031,0.195122,0.300000,0.211854
command,6.369366,1761866423.241196,nan,0.300000,0.112683
error,6.392069,1761866423.263899,0.224390,0.300000,0.112683
command,6.401789,1761866423.273619,nan,0.300000,0.329601
error,6.431068,1761866423.302899,0.258537,0.300000,0.329601
command,6.433868,1761866423.305698,nan,0.300000,0.157073
error,6.458090,1761866423.329921,0.295122,0.300000,0.157073
command,6.467727,1761866423.339557,nan,0.300000,0.396901
error,6.497871,1761866423.369702,0.326829,0.300000,0.396901
command,6.501584,1761866423.373415,nan,0.300000,0.206585
error,6.527974,1761866423.399805,0.356098,0.300000,0.206585
command,6.534524,1761866423.406354,nan,0.300000,0.415509
error,6.557976,1761866423.429807,0.363415,0.300000,0.415509
command,6.566901,1761866423.438731,nan,0.300000,0.274308
error,6.598433,1761866423.470264,0.392683,0.300000,0.274308
command,6.599206,1761866423.471036,nan,0.300000,0.254390
error,6.624888,1761866423.496719,0.407317,0.300000,0.254390
command,6.633223,1761866423.505054,nan,0.300000,0.402197
error,6.658333,1761866423.530164,0.451219,0.300000,0.402197
command,6.665327,1761866423.537158,nan,0.300000,0.438079
command,6.699081,1761866423.570911,nan,0.300000,0.315854
error,6.699955,1761866423.571786,0.521951,0.300000,0.315854
error,6.725674,1761866423.597504,0.521951,0.300000,0.315854
command,6.730588,1761866423.602419,nan,0.300000,0.561254
error,6.765002,1761866423.636833,0.521951,0.300000,0.561254
command,6.765037,1761866423.636868,nan,0.300000,0.365366
error,6.791442,1761866423.663272,0.521951,0.300000,0.365366
command,6.797540,1761866423.669370,nan,0.300000,0.365366
command,6.830740,1761866423.702570,nan,0.300000,0.365366
error,6.831402,1761866423.703233,0.521951,0.300000,0.365366
error,6.861461,1761866423.733292,0.521951,0.300000,0.365366
command,6.863421,1761866423.735252,nan,0.300000,0.365366
command,6.896977,1761866423.768807,nan,0.300000,0.365366
error,6.897659,1761866423.769490,0.521951,0.300000,0.365366
error,6.927562,1761866423.799392,0.441463,0.300000,0.365366
command,6.929541,1761866423.801372,nan,0.300000,0.365366
command,6.963451,1761866423.835282,nan,0.550000,0.091312
error,6.965133,1761866423.836963,0.331707,0.550000,0.091312
error,6.991781,1761866423.863611,0.214634,0.550000,0.091312
command,6.995820,1761866423.867650,nan,0.300000,-0.064819
error,7.026947,1761866423.898778,0.102439,0.300000,-0.064819
command,7.029698,1761866423.901528,nan,0.300000,-0.159374
command,7.061844,1761866423.933674,nan,0.300000,-0.243742
error,7.065611,1761866423.937442,0.041463,0.300000,-0.243742
error,7.093866,1761866423.965697,0.019512,0.300000,-0.243742
command,7.093940,1761866423.965770,nan,0.300000,-0.141411
command,7.127909,1761866423.999740,nan,0.300000,-0.045858
error,7.131699,1761866424.003530,0.036585,0.300000,-0.045858
error,7.160519,1761866424.032350,0.065854,0.300000,-0.045858
command,7.160546,1761866424.032377,nan,0.550000,0.072620
command,7.193561,1761866424.065392,nan,0.300000,0.124460
error,7.200401,1761866424.072232,0.114634,0.300000,0.124460
error,7.226713,1761866424.098544,0.175610,0.300000,0.124460
command,7.226989,1761866424.098819,nan,0.300000,0.212988
command,7.262885,1761866424.134715,nan,0.300000,0.291729
error,7.272406,1761866424.144237,0.268293,0.300000,0.291729
command,7.292342,1761866424.164172,nan,0.300000,0.442848
error,7.294278,1761866424.166108,0.368293,0.300000,0.442848
command,7.325736,1761866424.197566,nan,0.300000,0.525930
error,7.326974,1761866424.198804,0.482927,0.300000,0.525930
command,7.360620,1761866424.232450,nan,0.300000,0.655033
error,7.366995,1761866424.238825,0.482927,0.300000,0.655033
command,7.392316,1761866424.264146,nan,0.300000,0.338049
error,7.392594,1761866424.264424,0.482927,0.300000,0.338049
command,7.426547,1761866424.298377,nan,0.300000,0.338049
error,7.432230,1761866424.304060,0.482927,0.300000,0.338049
command,7.458629,1761866424.330459,nan,0.300000,0.338049
error,7.458947,1761866424.330778,0.482927,0.300000,0.338049
command,7.490485,1761866424.362315,nan,0.300000,0.338049
error,7.498255,1761866424.370085,0.541463,0.300000,0.338049
command,7.523117,1761866424.394948,nan,0.300000,0.539073
error,7.528027,1761866424.399857,0.456098,0.300000,0.539073
command,7.556767,1761866424.428598,nan,0.550000,0.083909
error,7.558288,1761866424.430118,0.365854,0.550000,0.083909
command,7.589518,1761866424.461349,nan,0.550000,0.012204
error,7.598359,1761866424.470189,0.256098,0.550000,0.012204
command,7.622401,1761866424.494232,nan,0.300000,-0.118929
error,7.625311,1761866424.497142,0.134146,0.300000,-0.118929
command,7.655464,1761866424.527295,nan,0.300000,-0.240236
error,7.665999,1761866424.537830,0.080488,0.300000,-0.240236
command,7.687966,1761866424.559796,nan,0.300000,-0.090146
error,7.694015,1761866424.565845,0.073171,0.300000,-0.090146
command,7.720675,1761866424.592506,nan,0.550000,0.031063
error,7.725960,1761866424.597790,0.126829,0.550000,0.031063
command,7.754406,1761866424.626236,nan,0.300000,0.232290
error,7.758441,1761866424.630272,0.202439,0.300000,0.232290
