type,stamp_relative,stamp_absolute,error,linear_x,angular_z
command,7.573113,1761866493.233520,nan,0.300000,-0.209200
error,7.591999,1761866493.252406,-0.097561,0.300000,-0.209200
command,7.605016,1761866493.265423,nan,0.300000,-0.133148
error,7.624356,1761866493.284763,-0.068293,0.300000,-0.133148
command,7.638157,1761866493.298563,nan,0.550000,0.031753
error,7.657535,1761866493.317941,-0.021951,0.550000,0.031753
command,7.670156,1761866493.330563,nan,0.300000,0.114803
error,7.690724,1761866493.351130,0.041463,0.300000,0.114803
command,7.703364,1761866493.363771,nan,0.300000,0.201794
error,7.734595,1761866493.395002,0.141463,0.300000,0.201794
command,7.738323,1761866493.398730,nan,0.550000,0.029024
error,7.758203,1761866493.418610,0.260976,0.550000,0.029024
command,7.770959,1761866493.431366,nan,0.300000,0.784844
error,7.791168,1761866493.451575,0.434146,0.300000,0.784844
command,7.803220,1761866493.463627,nan,0.300000,0.773731
error,7.831273,1761866493.491680,0.434146,0.300000,0.773731
command,7.836098,1761866493.496505,nan,0.300000,0.303902
error,7.857748,1761866493.518155,0.434146,0.300000,0.303902
command,7.868767,1761866493.529173,nan,0.300000,0.303902
command,7.902909,1761866493.563316,nan,0.300000,0.303902
error,7.905514,1761866493.565921,0.434146,0.300000,0.303902
error,7.925377,1761866493.585783,0.434146,0.300000,0.303902
command,7.935648,1761866493.596055,nan,0.300000,0.303902
error,7.957821,1761866493.618228,0.453659,0.300000,0.303902
command,7.968420,1761866493.628827,nan,0.300000,0.371181
error,7.997087,1761866493.657494,0.363415,0.300000,0.371181
command,8.001608,1761866493.662014,nan,0.550000,0.008114
error,8.024185,1761866493.684592,0.243902,0.550000,0.008114
command,8.034548,1761866493.694954,nan,0.300000,-0.152768
error,8.066707,1761866493.727114,0.163415,0.300000,-0.152768
command,8.068792,1761866493.729199,nan,0.300000,0.170732
error,8.091748,1761866493.752155,0.112195,0.300000,0.170732
command,8.101223,1761866493.761629,nan,0.300000,-0.278430
error,8.131043,1761866493.791450,0.097561,0.300000,-0.278430
command,8.134581,1761866493.794988,nan,0.550000,0.078537
error,8.157941,1761866493.818348,0.114634,0.550000,0.078537
command,8.167640,1761866493.828047,nan,0.550000,0.086853
error,8.197158,1761866493.857565,0.165854,0.550000,0.086853
command,8.201091,1761866493.861498,nan,0.550000,0.080244
error,8.226204,1761866493.886611,0.246341,0.550000,0.080244
command,8.232952,1761866493.893359,nan,0.300000,0.540453
command,8.266792,1761866493.927199,nan,0.300000,0.172439
error,8.273701,1761866493.934108,0.324390,0.300000,0.172439
error,8.291888,1761866493.952295,0.456098,0.300000,0.172439
command,8.298198,1761866493.958605,nan,0.300000,0.901614
error,8.325736,1761866493.986142,0.495122,0.300000,0.901614
command,8.331187,1761866493.991594,nan,0.300000,0.454822
error,8.357510,1761866494.017917,0.487805,0.300000,0.454822
command,8.365513,1761866494.025919,nan,0.300000,0.322037
command,8.397737,1761866494.058144,nan,0.300000,0.341463
error,8.399869,1761866494.060276,0.397561,0.300000,0.341463
error,8.424908,1761866494.085315,0.258537,0.300000,0.341463
command,8.430671,1761866494.091078,nan,0.300000,-0.443663
error,8.457396,1761866494.117803,0.126829,0.300000,-0.443663
command,8.464219,1761866494.124626,nan,0.300000,-0.265346
error,8.490562,1761866494.150968,0.009756,0.300000,-0.265346
command,8.497454,1761866494.157861,nan,0.300000,-0.310434
error,8.524566,1761866494.184973,-0.051220,0.300000,-0.310434
command,8.529307,1761866494.189714,nan,0.300000,-0.205534
command,8.562109,1761866494.222516,nan,0.300000,-0.035854
error,8.566301,1761866494.226707,-0.056098,0.300000,-0.035854
error,8.591559,1761866494.251966,-0.046341,0.300000,-0.035854
command,8.595756,1761866494.256163,nan,0.300000,-0.019406
command,8.631058,1761866494.291465,nan,0.300000,-0.032439
error,8.642750,1761866494.303156,-0.021951,0.300000,-0.032439
error,8.659207,1761866494.319613,0.014634,0.300000,-0.032439
command,8.661878,1761866494.322284,nan,0.550000,0.050560
command,8.698635,1761866494.359042,nan,0.300000,0.110356
error,8.709084,1761866494.369491,0.041463,0.300000,0.110356
command,8.728703,1761866494.389110,nan,0.300000,0.102014
error,8.728971,1761866494.389378,0.080488,0.300000,0.102014
error,8.759652,1761866494.420059,0.112195,0.300000,0.102014
command,8.761254,1761866494.421660,nan,0.300000,0.162824
error,8.792554,1761866494.452961,0.141463,0.300000,0.162824
command,8.793439,1761866494.453846,nan,0.300000,0.167586
command,8.826508,1761866494.486915,nan,0.300000,0.178105
error,8.830026,1761866494.490433,0.170732,0.300000,0.178105
error,8.858085,1761866494.518492,0.200000,0.300000,0.178105
command,8.860026,1761866494.520433,nan,0.300000,0.199098
command,8.893441,1761866494.553847,nan,0.300000,0.218696
error,8.900242,1761866494.560649,0.219512,0.300000,0.218696
error,8.925877,1761866494.586284,0.234146,0.300000,0.218696
command,8.926580,1761866494.586987,nan,0.300000,0.208014
error,8.957219,1761866494.617625,0.243902,0.300000,0.208014
command,8.960257,1761866494.620663,nan,0.300000,0.201823
command,8.991955,1761866494.652362,nan,0.300000,0.198819
error,8.996706,1761866494.657113,0.243902,0.300000,0.198819
error,9.023846,1761866494.684253,0.241463,0.300000,0.198819
command,9.025553,1761866494.685960,nan,0.300000,0.170732
command,9.060735,1761866494.721142,nan,0.300000,0.162347
error,9.071801,1761866494.732208,0.234146,0.300000,0.162347
command,9.090887,1761866494.751294,nan,0.300000,0.143737
error,9.092006,1761866494.752412,0.219512,0.300000,0.143737
command,9.124298,1761866494.784705,nan,0.300000,0.114479
error,9.125588,1761866494.785994,0.207317,0.300000,0.114479
command,9.157919,1761866494.818326,nan,0.300000,0.112222
error,9.163078,1761866494.823485,0.182927,0.300000,0.112222
command,9.190241,1761866494.850648,nan,0.550000,0.060339
error,9.191001,1761866494.851407,0.148780,0.550000,0.060339
command,9.224940,1761866494.885347,nan,0.550000,0.009540
error,9.238931,1761866494.899338,0.095122,0.550000,0.009540
command,9.255362,1761866494.915768,nan,0.300000,-0.078388
error,9.258104,1761866494.918511,0.039024,0.300000,-0.078388
command,9.288031,1761866494.948437,nan,0.300000,-0.127203
error,9.291328,1761866494.951735,-0.021951,0.300000,-0.127203
command,9.323772,1761866494.984179,nan,0.300000,-0.177820
error,9.331063,1761866494.991470,-0.095122,0.300000,-0.177820
command,9.354451,1761866495.014858,nan,0.300000,-0.267920
error,9.357766,1761866495.018173,-0.175610,0.300000,-0.267920
command,9.390657,1761866495.051064,nan,0.300000,-0.344180
error,9.405544,1761866495.065951,-0.260976,0.300000,-0.344180
command,9.420773,1761866495.081180,nan,0.300000,-0.412842
error,9.424250,1761866495.084656,-0.373171,0.300000,-0.412842
command,9.453028,1761866495.113435,nan,0.300000,-0.570726
error,9.457746,1761866495.118153,-0.475610,0.300000,-0.570726
command,9.486683,1761866495.147090,nan,0.300000,-0.607340
error,9.491335,1761866495.151741,-0.573171,0.300000,-0.607340
command,9.519383,1761866495.179789,nan,0.300000,-0.669852
error,9.524528,1761866495.184934,-0.573171,0.300000,-0.669852
command,9.555598,1761866495.216005,nan,0.300000,-0.401220
error,9.565413,1761866495.225819,-0.592683,0.300000,-0.401220
command,9.584987,1761866495.245394,nan,0.300000,-0.468584
error,9.591103,1761866495.251510,-0.490244,0.300000,-0.468584
command,9.621701,1761866495.282108,nan,0.300000,-0.071000
error,9.630828,1761866495.291234,-0.346341,0.300000,-0.071000
command,9.651545,1761866495.311952,nan,0.300000,0.158019
