type,stamp_relative,stamp_absolute,error,linear_x,angular_z
error,4.965274,1761866536.678032,-0.253659,0.300000,-0.223226
command,4.980422,1761866536.693180,nan,0.300000,-0.236567
error,5.006028,1761866536.718786,-0.295122,0.300000,-0.236567
command,5.014388,1761866536.727146,nan,0.300000,-0.320996
error,5.033065,1761866536.745822,-0.343902,0.300000,-0.320996
command,5.046341,1761866536.759099,nan,0.300000,-0.372678
error,5.065194,1761866536.777952,-0.390244,0.300000,-0.372678
command,5.079602,1761866536.792360,nan,0.300000,-0.398976
error,5.098623,1761866536.811381,-0.451219,0.300000,-0.398976
command,5.112809,1761866536.825567,nan,0.300000,-0.480784
error,5.131606,1761866536.844364,-0.502439,0.300000,-0.480784
command,5.145829,1761866536.858587,nan,0.300000,-0.490622
error,5.166125,1761866536.878883,-0.531707,0.300000,-0.490622
command,5.177859,1761866536.890617,nan,0.300000,-0.454572
error,5.205854,1761866536.918612,-0.504878,0.300000,-0.454572
command,5.212477,1761866536.925235,nan,0.300000,-0.280361
error,5.232200,1761866536.944958,-0.465854,0.300000,-0.280361
command,5.244683,1761866536.957441,nan,0.300000,-0.222339
error,5.264515,1761866536.977273,-0.375610,0.300000,-0.222339
command,5.277807,1761866536.990565,nan,0.300000,-0.017261
error,5.297575,1761866537.010333,-0.300000,0.300000,-0.017261
command,5.310832,1761866537.023589,nan,0.550000,-0.004165
error,5.340110,1761866537.052868,-0.234146,0.550000,-0.004165
command,5.343936,1761866537.056694,nan,0.300000,-0.210000
error,5.364830,1761866537.077588,-0.197561,0.300000,-0.210000
command,5.376848,1761866537.089606,nan,0.300000,0.138099
error,5.397462,1761866537.110220,-0.202439,0.300000,0.138099
command,5.408867,1761866537.121625,nan,0.300000,-0.155213
error,5.430713,1761866537.143471,-0.197561,0.300000,-0.155213
command,5.442130,1761866537.154888,nan,0.300000,-0.125044
error,5.464705,1761866537.177463,-0.214634,0.300000,-0.125044
command,5.475593,1761866537.188351,nan,0.300000,-0.196307
error,5.499500,1761866537.212258,-0.219512,0.300000,-0.196307
command,5.509244,1761866537.222002,nan,0.300000,-0.167160
error,5.530847,1761866537.243605,-0.219512,0.300000,-0.167160
command,5.541762,1761866537.254520,nan,0.300000,-0.153659
error,5.563801,1761866537.276559,-0.192683,0.300000,-0.153659
command,5.575104,1761866537.287862,nan,0.300000,-0.062834
error,5.596908,1761866537.309666,-0.158537,0.300000,-0.062834
command,5.607881,1761866537.320638,nan,0.300000,-0.015943
error,5.630740,1761866537.343498,-0.092683,0.300000,-0.015943
command,5.640733,1761866537.353491,nan,0.300000,0.115905
error,5.673399,1761866537.386157,-0.053659,0.300000,0.115905
command,5.676323,1761866537.389081,nan,0.300000,-0.064878
error,5.698302,1761866537.411060,0.009756,0.300000,-0.064878
command,5.707942,1761866537.420700,nan,0.300000,0.301432
error,5.730427,1761866537.443185,0.095122,0.300000,0.301432
command,5.740091,1761866537.452849,nan,0.300000,0.302703
error,5.763490,1761866537.476248,0.209756,0.300000,0.302703
command,5.773504,1761866537.486262,nan,0.300000,0.454951
error,5.804109,1761866537.516867,0.341463,0.300000,0.454951
command,5.806854,1761866537.519612,nan,0.300000,0.146829
error,5.832540,1761866537.545297,0.504878,0.300000,0.146829
command,5.840562,1761866537.553320,nan,0.300000,1.000000
error,5.864445,1761866537.577203,0.504878,0.300000,1.000000
command,5.873111,1761866537.585868,nan,0.300000,0.353415
error,5.903337,1761866537.616095,0.504878,0.300000,0.353415
command,5.905454,1761866537.618212,nan,0.300000,0.353415
error,5.930347,1761866537.643105,0.504878,0.300000,0.353415
command,5.939289,1761866537.652047,nan,0.300000,0.353415
error,5.971673,1761866537.684431,0.504878,0.300000,0.353415
command,5.972232,1761866537.684990,nan,0.300000,0.353415
error,5.999280,1761866537.712038,0.504878,0.300000,0.353415
command,6.004086,1761866537.716844,nan,0.300000,0.353415
error,6.030347,1761866537.743105,0.592683,0.300000,0.353415
command,6.037404,1761866537.750162,nan,0.300000,0.655216
error,6.064295,1761866537.777053,0.504878,0.300000,0.655216
command,6.070734,1761866537.783492,nan,0.300000,0.115440
error,6.103348,1761866537.816106,0.390244,0.300000,0.115440
command,6.103472,1761866537.816229,nan,0.300000,0.353415
error,6.130440,1761866537.843197,0.234146,0.300000,0.353415
command,6.137255,1761866537.850013,nan,0.300000,-0.555443
command,6.171405,1761866537.884163,nan,0.300000,0.163902
error,6.179554,1761866537.892312,0.104878,0.300000,0.163902
error,6.199420,1761866537.912178,-0.014634,0.300000,0.163902
command,6.202414,1761866537.915172,nan,0.300000,-0.272703
error,6.231009,1761866537.943767,-0.046341,0.300000,-0.272703
command,6.235292,1761866537.948050,nan,0.300000,-0.449478
command,6.268426,1761866537.981184,nan,0.300000,-0.032439
error,6.271500,1761866537.984257,-0.073171,0.300000,-0.032439
error,6.297994,1761866538.010752,-0.060976,0.300000,-0.032439
command,6.301103,1761866538.013861,nan,0.300000,-0.124334
command,6.334218,1761866538.046976,nan,0.550000,-0.009042
error,6.339264,1761866538.052022,-0.004878,0.550000,-0.009042
error,6.364955,1761866538.077713,0.053659,0.550000,-0.009042
command,6.367402,1761866538.080160,nan,0.300000,0.149351
command,6.400365,1761866538.113122,nan,0.300000,0.196231
error,6.402771,1761866538.115529,0.114634,0.300000,0.196231
error,6.433213,1761866538.145971,0.182927,0.300000,0.196231
command,6.433509,1761866538.146267,nan,0.300000,0.246490
error,6.464379,1761866538.177137,0.248780,0.300000,0.246490
command,6.466636,1761866538.179394,nan,0.300000,0.313274
command,6.499746,1761866538.212504,nan,0.300000,0.353640
error,6.506727,1761866538.219484,0.302439,0.300000,0.353640
error,6.532177,1761866538.244935,0.356098,0.300000,0.353640
command,6.533181,1761866538.245939,nan,0.300000,0.357679
error,6.563906,1761866538.276664,0.409756,0.300000,0.357679
command,6.566115,1761866538.278872,nan,0.300000,0.394882
error,6.597063,1761866538.309821,0.448780,0.300000,0.394882
command,6.599223,1761866538.311981,nan,0.300000,0.432899
command,6.631106,1761866538.343863,nan,0.300000,0.422846
error,6.636204,1761866538.348961,0.468293,0.300000,0.422846
command,6.664255,1761866538.377013,nan,0.300000,0.381407
error,6.666756,1761866538.379514,0.460976,0.300000,0.381407
error,6.697996,1761866538.410754,0.443902,0.300000,0.381407
command,6.698030,1761866538.410788,nan,0.300000,0.302786
command,6.731307,1761866538.444065,nan,0.300000,0.264107
error,6.736477,1761866538.449235,0.409756,0.300000,0.264107
error,6.764094,1761866538.476852,0.368293,0.300000,0.264107
command,6.764953,1761866538.477710,nan,0.300000,0.194234
command,6.796206,1761866538.508964,nan,0.300000,0.143870
error,6.803396,1761866538.516154,0.341463,0.300000,0.143870
command,6.829129,1761866538.541887,nan,0.300000,0.166153
error,6.832440,1761866538.545198,0.319512,0.300000,0.166153
command,6.862423,1761866538.575181,nan,0.300000,0.163556
error,6.864252,1761866538.577010,0.358537,0.300000,0.163556
command,6.898543,1761866538.611301,nan,0.300000,0.355797
error,6.903396,1761866538.616154,0.434146,0.300000,0.355797
command,6.928382,1761866538.641140,nan,0.300000,0.512481
error,6.931059,1761866538.643817,0.434146,0.300000,0.512481
command,6.964025,1761866538.676782,nan,0.300000,0.303902
error,6.973218,1761866538.685975,0.434146,0.300000,0.303902
command,6.993937,1761866538.706695,nan,0.300000,0.303902
error,6.999748,1761866538.712506,0.434146,0.300000,0.303902
command,7.029009,1761866538.741767,nan,0.300000,0.303902
error,7.030399,1761866538.743157,0.434146,0.300000,0.303902
command,7.061001,1761866538.773759,nan,0.300000,0.303902
error,7.070340,1761866538.783098,0.434146,0.300000,0.303902
command,7.093825,1761866538.806582,nan,0.300000,0.303902
error,7.096944,1761866538.809702,0.543902,0.300000,0.303902
command,7.126451,1761866538.839209,nan,0.300000,0.681715
error,7.129919,1761866538.842677,0.460976,0.300000,0.681715
command,7.159447,1761866538.872204,nan,0.550000,0.094767
error,7.166138,1761866538.878896,0.370732,0.550000,0.094767
command,7.195769,1761866538.908526,nan,0.550000,0.013847
error,7.203233,1761866538.915991,0.263415,0.550000,0.013847
command,7.225033,1761866538.937791,nan,0.300000,-0.108929
error,7.230649,1761866538.943407,0.151220,0.300000,-0.108929
command,7.261014,1761866538.973772,nan,0.300000,-0.203365
error,7.272121,1761866538.984879,0.092683,0.300000,-0.203365
command,7.291485,1761866539.004242,nan,0.300000,-0.091609
error,7.296769,1761866539.009527,0.075610,0.300000,-0.091609
command,7.327126,1761866539.039883,nan,0.550000,0.005967
error,7.338905,1761866539.051663,0.087805,0.550000,0.005967
command,7.357736,1761866539.070494,nan,0.550000,0.094385
error,7.364252,1761866539.077009,0.117073,0.550000,0.094385
command,7.393894,1761866539.106652,nan,0.300000,0.161781
error,7.403331,1761866539.116089,0.178049,0.300000,0.161781
command,7.423444,1761866539.136202,nan,0.300000,0.292616
error,7.430371,1761866539.143128,0.260976,0.300000,0.292616
command,7.459239,1761866539.171997,nan,0.300000,0.408608
error,7.470623,1761866539.183381,0.368293,0.300000,0.408608
command,7.488895,1761866539.201653,nan,0.300000,0.554165
error,7.499275,1761866539.212033,0.509756,0.300000,0.554165
command,7.522990,1761866539.235748,nan,0.300000,0.733751
error,7.530366,1761866539.243124,0.509756,0.300000,0.733751
command,7.555063,1761866539.267821,nan,0.300000,0.356829
error,7.563696,1761866539.276454,0.509756,0.300000,0.356829
command,7.588297,1761866539.301055,nan,0.300000,0.356829
error,7.596361,1761866539.309119,0.509756,0.300000,0.356829
command,7.624325,1761866539.337083,nan,0.300000,0.356829
error,7.635909,1761866539.348667,0.509756,0.300000,0.356829
command,7.654897,1761866539.367655,nan,0.300000,0.356829
error,7.667476,1761866539.380234,0.509756,0.300000,0.356829
command,7.686554,1761866539.399312,nan,0.300000,0.356829
error,7.697140,1761866539.409898,0.517073,0.300000,0.356829
command,7.720721,1761866539.433479,nan,0.300000,0.381518
error,7.730051,1761866539.442809,0.419512,0.300000,0.381518
command,7.753848,1761866539.466606,nan,0.550000,0.027834
error,7.763380,1761866539.476138,0.319512,0.550000,0.027834
command,7.786141,1761866539.498899,nan,0.300000,-0.051071
