type,stamp_relative,stamp_absolute,error,linear_x,angular_z
error,1.790071,1761865673.294371,-0.256098,0.300000,-0.297398
command,1.803648,1761865673.307949,nan,0.300000,-0.362693
error,1.821607,1761865673.325907,-0.326829,0.300000,-0.362693
command,1.836719,1761865673.341019,nan,0.300000,-0.421012
error,1.861944,1761865673.366245,-0.431707,0.300000,-0.421012
command,1.871534,1761865673.375835,nan,0.300000,-0.583294
error,1.889062,1761865673.393362,-0.534146,0.300000,-0.583294
command,1.902720,1761865673.407020,nan,0.300000,-0.659183
error,1.929187,1761865673.433487,-0.534146,0.300000,-0.659183
command,1.937244,1761865673.441545,nan,0.300000,-0.373902
error,1.956556,1761865673.460856,-0.534146,0.300000,-0.373902
command,1.968871,1761865673.473171,nan,0.300000,-0.373902
error,1.988062,1761865673.492362,-0.534146,0.300000,-0.373902
command,2.001955,1761865673.506255,nan,0.300000,-0.373902
error,2.021581,1761865673.525881,-0.485366,0.300000,-0.373902
command,2.034972,1761865673.539273,nan,0.300000,-0.206928
error,2.062278,1761865673.566578,-0.395122,0.300000,-0.206928
command,2.069293,1761865673.573593,nan,0.300000,-0.031255
error,2.090466,1761865673.594766,-0.287805,0.300000,-0.031255
command,2.101333,1761865673.605633,nan,0.300000,0.089316
error,2.121625,1761865673.625925,-0.195122,0.300000,0.089316
command,2.134413,1761865673.638714,nan,0.300000,0.115139
error,2.154701,1761865673.659001,-0.160976,0.300000,0.115139
command,2.166477,1761865673.670777,nan,0.300000,-0.016643
error,2.187933,1761865673.692233,-0.139024,0.300000,-0.016643
command,2.199776,1761865673.704076,nan,0.300000,-0.037785
error,2.221382,1761865673.725683,-0.139024,0.300000,-0.037785
command,2.233070,1761865673.737370,nan,0.300000,-0.097317
error,2.257797,1761865673.762097,-0.131707,0.300000,-0.097317
command,2.267573,1761865673.771873,nan,0.300000,-0.072438
error,2.288081,1761865673.792382,-0.114634,0.300000,-0.072438
command,2.298977,1761865673.803278,nan,0.300000,-0.032830
error,2.321134,1761865673.825434,-0.068293,0.300000,-0.032830
command,2.332613,1761865673.836913,nan,0.300000,0.076919
error,2.354603,1761865673.858903,-0.021951,0.300000,0.076919
command,2.365229,1761865673.869529,nan,0.300000,0.112527
error,2.394492,1761865673.898793,0.041463,0.300000,0.112527
command,2.398618,1761865673.902918,nan,0.300000,0.202497
error,2.424095,1761865673.928395,0.109756,0.300000,0.202497
command,2.433170,1761865673.937471,nan,0.300000,0.257998
error,2.455435,1761865673.959735,0.195122,0.300000,0.257998
command,2.465375,1761865673.969675,nan,0.300000,0.372146
error,2.487728,1761865673.992028,0.282927,0.300000,0.372146
command,2.497553,1761865674.001853,nan,0.300000,0.442955
error,2.521196,1761865674.025496,0.424390,0.300000,0.442955
command,2.530833,1761865674.035133,nan,0.300000,0.680355
error,2.554364,1761865674.058665,0.424390,0.300000,0.680355
command,2.564141,1761865674.068441,nan,0.300000,0.297073
error,2.596592,1761865674.100892,0.424390,0.300000,0.297073
command,2.597846,1761865674.102146,nan,0.300000,0.297073
error,2.621923,1761865674.126224,0.424390,0.300000,0.297073
command,2.630204,1761865674.134504,nan,0.300000,0.297073
error,2.655577,1761865674.159877,0.424390,0.300000,0.297073
command,2.663513,1761865674.167813,nan,0.300000,0.297073
error,2.688096,1761865674.192397,0.424390,0.300000,0.297073
command,2.696913,1761865674.201213,nan,0.300000,0.297073
error,2.721404,1761865674.225704,0.424390,0.300000,0.297073
command,2.729921,1761865674.234221,nan,0.300000,0.297073
command,2.762929,1761865674.267229,nan,0.300000,0.297073
error,2.763535,1761865674.267835,0.424390,0.300000,0.297073
error,2.788138,1761865674.292439,0.617073,0.300000,0.297073
command,2.795905,1761865674.300205,nan,0.300000,0.954747
error,2.828060,1761865674.332361,0.558537,0.300000,0.954747
command,2.828554,1761865674.332854,nan,0.300000,0.431951
error,2.855431,1761865674.359731,0.485366,0.300000,0.431951
command,2.860215,1761865674.364515,nan,0.300000,-0.024156
error,2.887653,1761865674.391953,0.326829,0.300000,-0.024156
command,2.894480,1761865674.398780,nan,0.300000,-0.193632
command,2.927772,1761865674.432072,nan,0.300000,0.228780
error,2.929929,1761865674.434230,0.158537,0.300000,0.228780
error,2.955075,1761865674.459375,0.036585,0.300000,0.228780
command,2.959572,1761865674.463873,nan,0.300000,-0.783153
command,2.993674,1761865674.497974,nan,0.300000,0.025610
error,2.994191,1761865674.498491,-0.051220,0.300000,0.025610
error,3.021584,1761865674.525884,-0.124390,0.300000,0.025610
command,3.025712,1761865674.530012,nan,0.300000,-0.274081
error,3.055367,1761865674.559667,-0.102439,0.300000,-0.274081
command,3.059541,1761865674.563842,nan,0.300000,-0.284702
command,3.092195,1761865674.596495,nan,0.300000,-0.012565
error,3.096846,1761865674.601146,-0.092683,0.300000,-0.012565
error,3.122057,1761865674.626357,-0.070732,0.300000,-0.012565
command,3.126123,1761865674.630424,nan,0.300000,-0.038278
command,3.157941,1761865674.662241,nan,0.300000,0.010915
error,3.161398,1761865674.665699,-0.039024,0.300000,0.010915
error,3.188348,1761865674.692648,-0.017073,0.300000,0.010915
command,3.191953,1761865674.696253,nan,0.300000,0.059063
error,3.221561,1761865674.725861,0.002439,0.300000,0.059063
command,3.224945,1761865674.729245,nan,0.300000,0.047420
command,3.256906,1761865674.761206,nan,0.300000,0.056361
error,3.264541,1761865674.768842,0.012195,0.300000,0.056361
error,3.288774,1761865674.793074,-0.009756,0.300000,0.056361
command,3.290618,1761865674.794918,nan,0.300000,0.034901
command,3.322743,1761865674.827043,nan,0.300000,-0.066850
error,3.327517,1761865674.831817,-0.031707,0.300000,-0.066850
error,3.356102,1761865674.860402,-0.065854,0.300000,-0.066850
command,3.356139,1761865674.860439,nan,0.300000,-0.082567
error,3.387894,1761865674.892195,-0.109756,0.300000,-0.082567
command,3.390181,1761865674.894482,nan,0.300000,-0.134977
command,3.423800,1761865674.928101,nan,0.300000,-0.199216
error,3.428584,1761865674.932885,-0.168293,0.300000,-0.199216
command,3.455402,1761865674.959702,nan,0.300000,-0.280239
error,3.456431,1761865674.960731,-0.231707,0.300000,-0.280239
command,3.487981,1761865674.992281,nan,0.300000,-0.335222
error,3.494055,1761865674.998355,-0.304878,0.300000,-0.335222
command,3.521699,1761865675.026000,nan,0.300000,-0.411275
error,3.522621,1761865675.026921,-0.390244,0.300000,-0.411275
command,3.554123,1761865675.058423,nan,0.300000,-0.505851
error,3.561243,1761865675.065544,-0.473171,0.300000,-0.505851
command,3.587100,1761865675.091400,nan,0.300000,-0.557034
error,3.590013,1761865675.094314,-0.568293,0.300000,-0.557034
command,3.622554,1761865675.126855,nan,0.300000,-0.656276
error,3.628921,1761865675.133221,-0.568293,0.300000,-0.656276
command,3.652463,1761865675.156763,nan,0.300000,-0.397805
error,3.655603,1761865675.159904,-0.568293,0.300000,-0.397805
command,3.686482,1761865675.190783,nan,0.300000,-0.397805
error,3.694047,1761865675.198348,-0.497561,0.300000,-0.397805
command,3.721107,1761865675.225407,nan,0.300000,-0.155785
error,3.722034,1761865675.226335,-0.351220,0.300000,-0.155785
command,3.754767,1761865675.259067,nan,0.300000,0.164712
error,3.763136,1761865675.267436,-0.217073,0.300000,0.164712
command,3.784682,1761865675.288982,nan,0.300000,0.211189
error,3.788787,1761865675.293087,-0.092683,0.300000,0.211189
command,3.819982,1761865675.324283,nan,0.300000,0.277334
error,3.829474,1761865675.333775,0.002439,0.300000,0.277334
command,3.850502,1761865675.354802,nan,0.300000,0.258588
error,3.856381,1761865675.360681,0.031707,0.300000,0.258588
command,3.885688,1761865675.389988,nan,0.300000,0.102790
error,3.895925,1761865675.400225,0.026829,0.300000,0.102790
command,3.916565,1761865675.420865,nan,0.300000,0.005531
error,3.923997,1761865675.428297,-0.019512,0.300000,0.005531
command,3.949576,1761865675.453876,nan,0.300000,-0.139307
error,3.955120,1761865675.459420,-0.109756,0.300000,-0.139307
command,3.985643,1761865675.489943,nan,0.300000,-0.324112
error,3.994702,1761865675.499002,-0.231707,0.300000,-0.324112
command,4.016025,1761865675.520326,nan,0.300000,-0.487724
error,4.022179,1761865675.526479,-0.397561,0.300000,-0.487724
command,4.051542,1761865675.555842,nan,0.300000,-0.734728
error,4.061917,1761865675.566217,-0.397561,0.300000,-0.734728
command,4.082416,1761865675.586716,nan,0.300000,-0.278293
error,4.090593,1761865675.594893,-0.397561,0.300000,-0.278293
command,4.117078,1761865675.621378,nan,0.300000,-0.278293
error,4.128913,1761865675.633214,-0.397561,0.300000,-0.278293
command,4.147996,1761865675.652296,nan,0.300000,-0.278293
error,4.155243,1761865675.659543,-0.397561,0.300000,-0.278293
command,4.183774,1761865675.688074,nan,0.300000,-0.278293
error,4.200623,1761865675.704924,-0.397561,0.300000,-0.278293
command,4.213455,1761865675.717755,nan,0.300000,-0.278293
error,4.223194,1761865675.727494,-0.397561,0.300000,-0.278293
command,4.251496,1761865675.755796,nan,0.300000,-0.278293
error,4.265502,1761865675.769802,-0.397561,0.300000,-0.278293
command,4.279527,1761865675.783828,nan,0.300000,-0.278293
error,4.289295,1761865675.793595,-0.397561,0.300000,-0.278293
command,4.312321,1761865675.816621,nan,0.300000,-0.278293
error,4.322058,1761865675.826359,-0.397561,0.300000,-0.278293
command,4.346119,1761865675.850420,nan,0.300000,-0.278293
error,4.354016,1761865675.858316,-0.397561,0.300000,-0.278293
command,4.382397,1761865675.886698,nan,0.300000,-0.278293
error,4.393550,1761865675.897850,-0.397561,0.300000,-0.278293
command,4.412018,1761865675.916318,nan,0.300000,-0.278293
error,4.424620,1761865675.928920,-0.397561,0.300000,-0.278293
command,4.444814,1761865675.949115,nan,0.300000,-0.278293
error,4.455124,1761865675.959424,-0.500000,0.300000,-0.278293
command,4.477517,1761865675.981817,nan,0.300000,-0.630963
error,4.487808,1761865675.992108,-0.412195,0.300000,-0.630963
command,4.510241,1761865676.014541,nan,0.300000,-0.045754
error,4.521098,1761865676.025398,-0.314634,0.300000,-0.045754
command,4.544944,1761865676.049245,nan,0.300000,0.039579
error,4.560327,1761865676.064627,-0.207317,0.300000,0.039579
command,4.576665,1761865676.080966,nan,0.300000,0.152498
error,4.591932,1761865676.096233,-0.085366,0.300000,0.152498
command,4.609178,1761865676.113479,nan,0.300000,0.273262
error,4.621089,1761865676.125389,-0.009756,0.300000,0.273262
command,4.645662,1761865676.149962,nan,0.300000,0.195633
error,4.664631,1761865676.168932,0.039024,0.300000,0.195633
command,4.676427,1761865676.180727,nan,0.300000,0.159114
error,4.689026,1761865676.193326,0.058537,0.300000,0.159114
command,4.708838,1761865676.213138,nan,0.300000,0.094493
error,4.721579,1761865676.225879,0.063415,0.300000,0.094493
command,4.741182,1761865676.245483,nan,0.300000,0.057922
error,4.765727,1761865676.270027,0.053659,0.300000,0.057922
command,4.776230,1761865676.280530,nan,0.300000,0.011307
error,4.789135,1761865676.293435,0.036585,0.300000,0.011307
command,4.808221,1761865676.312521,nan,0.300000,-0.021163
error,4.821560,1761865676.325861,0.017073,0.300000,-0.021163
command,4.843843,1761865676.348143,nan,0.300000,-0.041036
error,4.862860,1761865676.367160,-0.007317,0.300000,-0.041036
command,4.873480,1761865676.377781,nan,0.300000,-0.073084
error,4.890518,1761865676.394818,-0.036585,0.300000,-0.073084
command,4.906710,1761865676.411010,nan,0.300000,-0.103412
error,4.930629,1761865676.434929,-0.056098,0.300000,-0.103412
command,4.941400,1761865676.445700,nan,0.300000,-0.092137
error,4.957553,1761865676.461853,-0.078049,0.300000,-0.092137
command,4.972690,1761865676.476990,nan,0.300000,-0.114982
error,4.990330,1761865676.494630,-0.095122,0.300000,-0.114982
command,5.005609,1761865676.509909,nan,0.300000,-0.114115
error,5.028958,1761865676.533258,-0.112195,0.300000,-0.114115
command,5.039131,1761865676.543431,nan,0.300000,-0.124035
error,5.057012,1761865676.561312,-0.124390,0.300000,-0.124035
command,5.071257,1761865676.575557,nan,0.300000,-0.120633
error,5.090451,1761865676.594751,-0.131707,0.300000,-0.120633
command,5.104586,1761865676.608886,nan,0.300000,-0.112067
error,5.122384,1761865676.626684,-0.139024,0.300000,-0.112067
command,5.136728,1761865676.641028,nan,0.300000,-0.117725
error,5.162403,1761865676.666703,-0.139024,0.300000,-0.117725
command,5.171493,1761865676.675793,nan,0.300000,-0.097317
error,5.189567,1761865676.693867,-0.151220,0.300000,-0.097317
command,5.202680,1761865676.706980,nan,0.300000,-0.139879
error,5.221549,1761865676.725850,-0.163415,0.300000,-0.139879
command,5.235794,1761865676.740094,nan,0.300000,-0.147404
error,5.257629,1761865676.761929,-0.182927,0.300000,-0.147404
command,5.269053,1761865676.773354,nan,0.300000,-0.180879
error,5.288029,1761865676.792329,-0.202439,0.300000,-0.180879
command,5.302230,1761865676.806530,nan,0.300000,-0.194685
error,5.321389,1761865676.825690,-0.226829,0.300000,-0.194685
command,5.335389,1761865676.839690,nan,0.300000,-0.225000
error,5.360611,1761865676.864911,-0.258537,0.300000,-0.225000
command,5.370655,1761865676.874955,nan,0.300000,-0.265551
error,5.388741,1761865676.893041,-0.295122,0.300000,-0.265551
command,5.400527,1761865676.904828,nan,0.300000,-0.311455
error,5.423787,1761865676.928088,-0.334146,0.300000,-0.311455
command,5.434259,1761865676.938559,nan,0.300000,-0.339386
error,5.455479,1761865676.959780,-0.390244,0.300000,-0.339386
command,5.467503,1761865676.971803,nan,0.300000,-0.423228
error,5.487725,1761865676.992025,-0.453659,0.300000,-0.423228
command,5.499806,1761865677.004106,nan,0.300000,-0.494367
error,5.521282,1761865677.025582,-0.504878,0.300000,-0.494367
command,5.533031,1761865677.037331,nan,0.300000,-0.491669
error,5.560761,1761865677.065061,-0.534146,0.300000,-0.491669
command,5.567732,1761865677.072032,nan,0.300000,-0.453471
error,5.590584,1761865677.094885,-0.521951,0.300000,-0.453471
command,5.599969,1761865677.104270,nan,0.300000,-0.331739
error,5.621191,1761865677.125491,-0.465854,0.300000,-0.331739
command,5.632119,1761865677.136420,nan,0.300000,-0.174536
error,5.661969,1761865677.166269,-0.373171,0.300000,-0.174536
command,5.666297,1761865677.170597,nan,0.300000,-0.009816
error,5.687977,1761865677.192278,-0.295122,0.300000,-0.009816
command,5.698535,1761865677.202836,nan,0.300000,0.005915
error,5.720967,1761865677.225267,-0.214634,0.300000,0.005915
command,5.731288,1761865677.235588,nan,0.300000,0.073032
error,5.762802,1761865677.267102,-0.178049,0.300000,0.073032
command,5.765538,1761865677.269839,nan,0.300000,-0.150244
error,5.787914,1761865677.292215,-0.178049,0.300000,-0.150244
command,5.798101,1761865677.302402,nan,0.300000,-0.024300
error,5.820775,1761865677.325076,-0.195122,0.300000,-0.024300
command,5.830959,1761865677.335260,nan,0.300000,-0.183348
error,5.862319,1761865677.366619,-0.217073,0.300000,-0.183348
command,5.864682,1761865677.368982,nan,0.300000,-0.136585
error,5.888248,1761865677.392548,-0.234146,0.300000,-0.136585
command,5.897027,1761865677.401327,nan,0.300000,-0.272059
command,5.931004,1761865677.435304,nan,0.300000,-0.163902
error,5.931371,1761865677.435672,-0.239024,0.300000,-0.163902
error,5.954831,1761865677.459131,-0.236585,0.300000,-0.163902
command,5.963937,1761865677.468237,nan,0.300000,-0.172261
command,5.996148,1761865677.500449,nan,0.300000,-0.165610
error,5.998940,1761865677.503240,-0.219512,0.300000,-0.165610
error,6.020929,1761865677.525230,-0.178049,0.300000,-0.165610
command,6.030347,1761865677.534647,nan,0.300000,0.034004
error,6.062836,1761865677.567136,-0.134146,0.300000,0.034004
command,6.062873,1761865677.567173,nan,0.300000,-0.124634
error,6.089625,1761865677.593926,-0.070732,0.300000,-0.124634
command,6.094787,1761865677.599088,nan,0.300000,0.248792
error,6.120855,1761865677.625155,-0.019512,0.300000,0.248792
command,6.129072,1761865677.633372,nan,0.300000,0.126686
error,6.161452,1761865677.665753,0.065854,0.300000,0.126686
command,6.161486,1761865677.665787,nan,0.300000,-0.013659
error,6.187312,1761865677.691612,0.153659,0.300000,-0.013659
command,6.194859,1761865677.699159,nan,0.300000,0.574805
command,6.227131,1761865677.731431,nan,0.300000,0.107561
error,6.228183,1761865677.732483,0.260976,0.300000,0.107561
error,6.257429,1761865677.761729,0.407317,0.300000,0.107561
command,6.259653,1761865677.763953,nan,0.300000,0.477410
error,6.287141,1761865677.791442,0.514634,0.300000,0.477410
command,6.293204,1761865677.797505,nan,0.300000,1.000000
error,6.320573,1761865677.824873,0.514634,0.300000,1.000000
command,6.326468,1761865677.830769,nan,0.300000,0.360244
error,6.353456,1761865677.857757,0.514634,0.300000,0.360244
command,6.359162,1761865677.863462,nan,0.300000,0.360244
command,6.392690,1761865677.896990,nan,0.300000,0.360244
error,6.393337,1761865677.897638,0.585366,0.300000,0.360244
error,6.424775,1761865677.929076,0.456098,0.300000,0.360244
command,6.424944,1761865677.929244,nan,0.300000,0.603980
error,6.454696,1761865677.958996,0.339024,0.300000,0.603980
command,6.457985,1761865677.962285,nan,0.300000,-0.028440
error,6.487008,1761865677.991309,0.217073,0.300000,-0.028440
command,6.490593,1761865677.994894,nan,0.300000,-0.505070
command,6.523762,1761865678.028062,nan,0.300000,0.151951
error,6.527475,1761865678.031775,0.063415,0.300000,0.151951
error,6.555750,1761865678.060050,-0.031707,0.300000,0.151951
command,6.557596,1761865678.061896,nan,0.300000,-0.368907
command,6.589600,1761865678.093900,nan,0.300000,-0.287389
error,6.597318,1761865678.101619,-0.063415,0.300000,-0.287389
error,6.622269,1761865678.126569,-0.068293,0.300000,-0.287389
command,6.623096,1761865678.127396,nan,0.300000,-0.130685
command,6.656211,1761865678.160511,nan,0.300000,-0.060819
error,6.661692,1761865678.165992,-0.039024,0.300000,-0.060819
command,6.689615,1761865678.193916,nan,0.300000,0.052510
error,6.690332,1761865678.194633,-0.002439,0.300000,0.052510
command,6.721690,1761865678.225991,nan,0.300000,0.098916
error,6.727585,1761865678.231886,0.051220,0.300000,0.098916
command,6.755774,1761865678.260074,nan,0.300000,0.183763
error,6.757062,1761865678.261362,0.112195,0.300000,0.183763
error,6.787434,1761865678.291735,0.173171,0.300000,0.183763
command,6.788833,1761865678.293133,nan,0.300000,0.244086
error,6.820866,1761865678.325166,0.224390,0.300000,0.244086
command,6.822206,1761865678.326507,nan,0.300000,0.286647
command,6.856871,1761865678.361171,nan,0.300000,0.294829
error,6.863046,1761865678.367347,0.273171,0.300000,0.294829
command,6.887780,1761865678.392081,nan,0.300000,0.326521
error,6.888039,1761865678.392339,0.314634,0.300000,0.326521
command,6.920874,1761865678.425174,nan,0.300000,0.333028
error,6.929109,1761865678.433410,0.348780,0.300000,0.333028
command,6.953658,1761865678.457958,nan,0.300000,0.337401
error,6.955612,1761865678.459912,0.380488,0.300000,0.337401
command,6.989511,1761865678.493812,nan,0.300000,0.352902
error,6.999569,1761865678.503869,0.402439,0.300000,0.352902
command,7.018945,1761865678.523245,nan,0.300000,0.341494
error,7.021877,1761865678.526177,0.414634,0.300000,0.341494
command,7.051893,1761865678.556193,nan,0.300000,0.323528
error,7.054806,1761865678.559106,0.417073,0.300000,0.323528
command,7.085510,1761865678.589811,nan,0.300000,0.298603
error,7.096272,1761865678.600572,0.402439,0.300000,0.298603
command,7.118798,1761865678.623098,nan,0.300000,0.242497
error,7.120896,1761865678.625196,0.387805,0.300000,0.242497
command,7.151383,1761865678.655684,nan,0.300000,0.231558
error,7.161391,1761865678.665691,0.392683,0.300000,0.231558
command,7.184240,1761865678.688540,nan,0.300000,0.288228
error,7.187706,1761865678.692006,0.392683,0.300000,0.288228
command,7.217025,1761865678.721325,nan,0.300000,0.274878
error,7.220273,1761865678.724573,0.434146,0.300000,0.274878
command,7.252183,1761865678.756483,nan,0.300000,0.417606
error,7.262680,1761865678.766981,0.434146,0.300000,0.417606
command,7.282958,1761865678.787258,nan,0.300000,0.303902
error,7.287691,1761865678.791991,0.434146,0.300000,0.303902
command,7.317292,1761865678.821593,nan,0.300000,0.303902
error,7.328219,1761865678.832519,0.434146,0.300000,0.303902
command,7.348975,1761865678.853276,nan,0.300000,0.303902
error,7.354260,1761865678.858560,0.434146,0.300000,0.303902
command,7.381517,1761865678.885818,nan,0.300000,0.303902
error,7.386973,1761865678.891273,0.434146,0.300000,0.303902
command,7.417153,1761865678.921453,nan,0.300000,0.303902
error,7.429849,1761865678.934149,0.434146,0.300000,0.303902
command,7.447816,1761865678.952117,nan,0.300000,0.303902
error,7.456039,1761865678.960340,0.434146,0.300000,0.303902
command,7.483597,1761865678.987898,nan,0.300000,0.303902
error,7.494199,1761865678.998499,0.434146,0.300000,0.303902
command,7.514540,1761865679.018840,nan,0.300000,0.303902
error,7.520897,1761865679.025198,0.434146,0.300000,0.303902
command,7.549374,1761865679.053674,nan,0.300000,0.303902
error,7.561330,1761865679.065631,0.434146,0.300000,0.303902
command,7.580486,1761865679.084786,nan,0.300000,0.303902
error,7.590172,1761865679.094473,0.434146,0.300000,0.303902
command,7.616131,1761865679.120432,nan,0.300000,0.303902
error,7.627511,1761865679.131811,0.434146,0.300000,0.303902
command,7.645991,1761865679.150291,nan,0.300000,0.303902
error,7.655427,1761865679.159728,0.434146,0.300000,0.303902
command,7.681637,1761865679.185937,nan,0.300000,0.303902
error,7.693479,1761865679.197779,0.607317,0.300000,0.303902
command,7.712366,1761865679.216666,nan,0.300000,0.893878
error,7.721269,1761865679.225569,0.514634,0.300000,0.893878
command,7.748108,1761865679.252409,nan,0.300000,0.107904
error,7.771575,1761865679.275876,0.419512,0.300000,0.107904
command,7.778230,1761865679.282530,nan,0.300000,0.029196
