type,stamp_relative,stamp_absolute,error,linear_x,angular_z
error,1.266687,1761865649.397708,0.060976,0.300000,0.068654
command,1.285128,1761865649.416149,nan,0.300000,0.076040
error,1.302620,1761865649.433640,0.073171,0.300000,0.076040
command,1.318422,1761865649.449442,nan,0.300000,0.084149
error,1.341553,1761865649.472574,0.080488,0.300000,0.084149
command,1.352089,1761865649.483109,nan,0.300000,0.076081
error,1.369445,1761865649.500466,0.085366,0.300000,0.076081
command,1.384593,1761865649.515614,nan,0.300000,0.073200
error,1.402071,1761865649.533091,0.090244,0.300000,0.073200
command,1.418389,1761865649.549409,nan,0.300000,0.076336
error,1.434375,1761865649.565395,0.092683,0.300000,0.076336
command,1.452130,1761865649.583151,nan,0.300000,0.071557
error,1.473777,1761865649.604798,0.092683,0.300000,0.071557
command,1.484403,1761865649.615423,nan,0.300000,0.064878
error,1.502190,1761865649.633210,0.095122,0.300000,0.064878
command,1.516348,1761865649.647369,nan,0.300000,0.073207
error,1.540827,1761865649.671848,0.082927,0.300000,0.073207
command,1.550486,1761865649.681507,nan,0.300000,0.025096
error,1.568107,1761865649.699128,0.068293,0.300000,0.025096
command,1.582662,1761865649.713682,nan,0.300000,0.007921
error,1.600906,1761865649.731926,0.053659,0.300000,0.007921
command,1.615656,1761865649.746677,nan,0.300000,-0.002173
error,1.635579,1761865649.766599,0.019512,0.300000,-0.002173
command,1.648839,1761865649.779860,nan,0.300000,-0.079361
error,1.666358,1761865649.797378,-0.021951,0.300000,-0.079361
command,1.680867,1761865649.811888,nan,0.300000,-0.131416
error,1.705740,1761865649.836761,-0.078049,0.300000,-0.131416
command,1.715298,1761865649.846318,nan,0.300000,-0.206825
error,1.733966,1761865649.864986,-0.136585,0.300000,-0.206825
command,1.747219,1761865649.878239,nan,0.300000,-0.254575
error,1.765939,1761865649.896959,-0.209756,0.300000,-0.254575
command,1.780195,1761865649.911215,nan,0.300000,-0.346064
error,1.807311,1761865649.938331,-0.282927,0.300000,-0.346064
command,1.814951,1761865649.945971,nan,0.300000,-0.397438
error,1.834767,1761865649.965788,-0.397561,0.300000,-0.397438
command,1.846505,1761865649.977526,nan,0.300000,-0.588771
error,1.865910,1761865649.996930,-0.519512,0.300000,-0.588771
command,1.879561,1761865650.010582,nan,0.300000,-0.695991
error,1.899456,1761865650.030477,-0.519512,0.300000,-0.695991
command,1.912710,1761865650.043731,nan,0.300000,-0.363659
error,1.932896,1761865650.063916,-0.519512,0.300000,-0.363659
command,1.944860,1761865650.075880,nan,0.300000,-0.363659
error,1.974268,1761865650.105289,-0.519512,0.300000,-0.363659
command,1.978911,1761865650.109931,nan,0.300000,-0.363659
error,2.000277,1761865650.131298,-0.521951,0.300000,-0.363659
command,2.011237,1761865650.142258,nan,0.300000,-0.371992
error,2.033588,1761865650.164608,-0.439024,0.300000,-0.371992
command,2.044522,1761865650.175543,nan,0.300000,-0.082179
error,2.065941,1761865650.196961,-0.348780,0.300000,-0.082179
command,2.077753,1761865650.208774,nan,0.300000,-0.000449
error,2.106468,1761865650.237489,-0.241463,0.300000,-0.000449
command,2.111086,1761865650.242107,nan,0.300000,0.131737
error,2.135783,1761865650.266803,-0.180488,0.300000,0.131737
command,2.145063,1761865650.276084,nan,0.300000,0.035061
error,2.165785,1761865650.296805,-0.151220,0.300000,0.035061
command,2.176642,1761865650.307663,nan,0.300000,-0.024748
error,2.206374,1761865650.337395,-0.141463,0.300000,-0.024748
command,2.210634,1761865650.341655,nan,0.300000,-0.072864
error,2.233649,1761865650.364670,-0.131707,0.300000,-0.072864
command,2.243333,1761865650.374354,nan,0.300000,-0.064942
error,2.266104,1761865650.397125,-0.117073,0.300000,-0.064942
command,2.276108,1761865650.407128,nan,0.300000,-0.042443
error,2.301531,1761865650.432551,-0.082927,0.300000,-0.042443
command,2.309705,1761865650.440725,nan,0.300000,0.035021
error,2.332627,1761865650.463647,-0.036585,0.300000,0.035021
command,2.342399,1761865650.473419,nan,0.300000,0.099406
error,2.372348,1761865650.503369,0.026829,0.300000,0.099406
command,2.376655,1761865650.507676,nan,0.300000,-0.025610
error,2.399876,1761865650.530897,0.095122,0.300000,-0.025610
command,2.408627,1761865650.539648,nan,0.300000,0.434367
error,2.440414,1761865650.571435,0.180488,0.300000,0.434367
command,2.442102,1761865650.573123,nan,0.300000,0.066585
error,2.469173,1761865650.600193,0.287805,0.300000,0.066585
command,2.474255,1761865650.605276,nan,0.300000,0.732311
error,2.499236,1761865650.630257,0.395122,0.300000,0.732311
command,2.507644,1761865650.638665,nan,0.300000,0.566726
error,2.532949,1761865650.663970,0.519512,0.300000,0.566726
command,2.541374,1761865650.672395,nan,0.300000,0.700025
error,2.566088,1761865650.697109,0.519512,0.300000,0.700025
command,2.573924,1761865650.704945,nan,0.300000,0.363659
error,2.598998,1761865650.730018,0.517073,0.300000,0.363659
command,2.605992,1761865650.737013,nan,0.300000,0.355129
command,2.638886,1761865650.769906,nan,0.300000,0.361951
error,2.641980,1761865650.773000,0.400000,0.300000,0.361951
error,2.666568,1761865650.797589,0.263415,0.300000,0.361951
command,2.671458,1761865650.802479,nan,0.300000,-0.513094
error,2.705867,1761865650.836887,0.143902,0.300000,-0.513094
command,2.705906,1761865650.836926,nan,0.300000,0.184390
error,2.732905,1761865650.863926,0.034146,0.300000,0.184390
command,2.737459,1761865650.868479,nan,0.300000,-0.617583
error,2.765469,1761865650.896489,0.012195,0.300000,-0.617583
command,2.770932,1761865650.901952,nan,0.300000,-0.050288
command,2.805007,1761865650.936028,nan,0.300000,0.008537
error,2.807513,1761865650.938533,0.014634,0.300000,0.008537
error,2.834132,1761865650.965152,0.090244,0.300000,0.008537
command,2.836904,1761865650.967925,nan,0.300000,0.016952
command,2.869921,1761865651.000941,nan,0.300000,0.269481
error,2.872762,1761865651.003782,0.173171,0.300000,0.269481
error,2.899551,1761865651.030571,0.253659,0.300000,0.269481
command,2.902961,1761865651.033982,nan,0.300000,0.347302
command,2.936018,1761865651.067038,nan,0.300000,0.396807
error,2.938940,1761865651.069961,0.339024,0.300000,0.396807
error,2.969406,1761865651.100426,0.400000,0.300000,0.396807
command,2.969439,1761865651.100460,nan,0.300000,0.470628
error,3.000137,1761865651.131158,0.439024,0.300000,0.470628
command,3.002379,1761865651.133399,nan,0.300000,0.444042
error,3.034765,1761865651.165786,0.424390,0.300000,0.444042
command,3.035548,1761865651.166569,nan,0.300000,0.413380
command,3.068785,1761865651.199806,nan,0.300000,0.257335
error,3.071571,1761865651.202592,0.368293,0.300000,0.257335
error,3.100191,1761865651.231211,0.278049,0.300000,0.257335
command,3.101089,1761865651.232110,nan,0.300000,0.100172
command,3.135006,1761865651.266026,nan,0.300000,-0.046453
error,3.140899,1761865651.271919,0.165854,0.300000,-0.046453
error,3.166627,1761865651.297647,0.046341,0.300000,-0.046453
command,3.167965,1761865651.298985,nan,0.300000,-0.193577
command,3.200279,1761865651.331300,nan,0.300000,-0.293102
error,3.206220,1761865651.337241,-0.068293,0.300000,-0.293102
command,3.233955,1761865651.364976,nan,0.300000,-0.358488
error,3.234659,1761865651.365680,-0.163415,0.300000,-0.358488
error,3.267634,1761865651.398655,-0.258537,0.300000,-0.358488
command,3.267669,1761865651.398690,nan,0.300000,-0.377891
command,3.301231,1761865651.432252,nan,0.300000,-0.433335
error,3.308113,1761865651.439134,-0.353659,0.300000,-0.433335
command,3.333025,1761865651.464046,nan,0.300000,-0.510537
error,3.334031,1761865651.465052,-0.429268,0.300000,-0.510537
command,3.365190,1761865651.496211,nan,0.300000,-0.507310
error,3.371713,1761865651.502734,-0.478049,0.300000,-0.507310
command,3.398937,1761865651.529957,nan,0.300000,-0.467645
error,3.399492,1761865651.530513,-0.487805,0.300000,-0.467645
command,3.432364,1761865651.563384,nan,0.300000,-0.367627
error,3.433357,1761865651.564378,-0.453659,0.300000,-0.367627
command,3.468083,1761865651.599103,nan,0.300000,-0.223986
error,3.473772,1761865651.604792,-0.382927,0.300000,-0.223986
command,3.497824,1761865651.628845,nan,0.300000,-0.075430
error,3.499866,1761865651.630887,-0.282927,0.300000,-0.075430
command,3.530592,1761865651.661612,nan,0.300000,0.074849
error,3.533442,1761865651.664462,-0.173171,0.300000,0.074849
command,3.565725,1761865651.696745,nan,0.300000,0.184667
error,3.572795,1761865651.703815,-0.082927,0.300000,0.184667
command,3.596270,1761865651.727291,nan,0.300000,0.183889
error,3.599975,1761865651.730995,-0.024390,0.300000,0.183889
command,3.631481,1761865651.762501,nan,0.300000,0.143048
error,3.643434,1761865651.774454,0.017073,0.300000,0.143048
command,3.662014,1761865651.793035,nan,0.300000,0.124862
error,3.666880,1761865651.797901,0.014634,0.300000,0.124862
command,3.695114,1761865651.826135,nan,0.300000,0.003525
error,3.706030,1761865651.837051,-0.007317,0.300000,0.003525
command,3.727795,1761865651.858815,nan,0.300000,-0.064887
error,3.733039,1761865651.864059,-0.060976,0.300000,-0.064887
command,3.760300,1761865651.891320,nan,0.300000,-0.190916
error,3.765855,1761865651.896876,-0.119512,0.300000,-0.190916
command,3.798147,1761865651.929168,nan,0.300000,-0.240262
error,3.808663,1761865651.939683,-0.217073,0.300000,-0.240262
command,3.827201,1761865651.958221,nan,0.300000,-0.418326
error,3.834179,1761865651.965199,-0.317073,0.300000,-0.418326
command,3.859820,1761865651.990841,nan,0.300000,-0.495832
error,3.865805,1761865651.996825,-0.443902,0.300000,-0.495832
command,3.892705,1761865652.023725,nan,0.300000,-0.660904
error,3.899487,1761865652.030508,-0.443902,0.300000,-0.660904
command,3.926334,1761865652.057355,nan,0.300000,-0.310732
error,3.932460,1761865652.063481,-0.443902,0.300000,-0.310732
command,3.962150,1761865652.093171,nan,0.300000,-0.310732
error,3.974208,1761865652.105228,-0.443902,0.300000,-0.310732
command,3.991971,1761865652.122992,nan,0.300000,-0.310732
error,4.000103,1761865652.131124,-0.443902,0.300000,-0.310732
command,4.027928,1761865652.158948,nan,0.300000,-0.310732
error,4.045272,1761865652.176292,-0.509756,0.300000,-0.310732
command,4.058797,1761865652.189817,nan,0.300000,-0.533675
error,4.066605,1761865652.197626,-0.453659,0.300000,-0.533675
command,4.090937,1761865652.221958,nan,0.300000,-0.160960
error,4.099662,1761865652.230682,-0.387805,0.300000,-0.160960
command,4.126949,1761865652.257970,nan,0.300000,-0.092595
error,4.141332,1761865652.272352,-0.287805,0.300000,-0.092595
command,4.157476,1761865652.288496,nan,0.300000,0.066051
error,4.166406,1761865652.297426,-0.200000,0.300000,0.066051
command,4.190417,1761865652.321438,nan,0.300000,0.101149
error,4.198618,1761865652.329639,-0.136585,0.300000,0.101149
command,4.226189,1761865652.357209,nan,0.300000,0.077239
error,4.238839,1761865652.369859,-0.112195,0.300000,0.077239
command,4.255405,1761865652.386426,nan,0.300000,-0.010622
error,4.265570,1761865652.396590,-0.156098,0.300000,-0.010622
command,4.291889,1761865652.422910,nan,0.300000,-0.226726
error,4.316438,1761865652.447458,-0.239024,0.300000,-0.226726
command,4.323079,1761865652.454099,nan,0.300000,-0.391124
error,4.333976,1761865652.464997,-0.358537,0.300000,-0.391124
command,4.355393,1761865652.486414,nan,0.300000,-0.584913
error,4.365554,1761865652.496575,-0.358537,0.300000,-0.584913
command,4.388136,1761865652.519157,nan,0.300000,-0.250976
error,4.398718,1761865652.529738,-0.358537,0.300000,-0.250976
command,4.420966,1761865652.551986,nan,0.300000,-0.250976
error,4.432583,1761865652.563604,-0.358537,0.300000,-0.250976
command,4.453287,1761865652.584307,nan,0.300000,-0.250976
error,4.476200,1761865652.607221,-0.358537,0.300000,-0.250976
command,4.487668,1761865652.618688,nan,0.300000,-0.250976
error,4.500056,1761865652.631076,-0.553659,0.300000,-0.250976
command,4.520394,1761865652.651415,nan,0.300000,-0.914222
error,4.531892,1761865652.662912,-0.500000,0.300000,-0.914222
command,4.556172,1761865652.687192,nan,0.300000,-0.202541
error,4.574439,1761865652.705459,-0.443902,0.300000,-0.202541
command,4.586109,1761865652.717129,nan,0.300000,-0.155288
error,4.599439,1761865652.730459,-0.324390,0.300000,-0.155288
command,4.618294,1761865652.749315,nan,0.300000,0.096783
error,4.642357,1761865652.773377,-0.182927,0.300000,0.096783
command,4.652938,1761865652.783958,nan,0.300000,0.253933
error,4.668752,1761865652.799772,-0.070732,0.300000,0.253933
command,4.685006,1761865652.816026,nan,0.300000,0.263190
error,4.707082,1761865652.838102,0.019512,0.300000,0.263190
command,4.718133,1761865652.849153,nan,0.300000,0.252201
error,4.735114,1761865652.866134,0.073171,0.300000,0.252201
command,4.750375,1761865652.881396,nan,0.300000,0.200877
error,4.767304,1761865652.898324,0.097561,0.300000,0.200877
command,4.783294,1761865652.914315,nan,0.300000,0.134248
error,4.809247,1761865652.940268,0.100000,0.300000,0.134248
command,4.817894,1761865652.948915,nan,0.300000,0.076577
error,4.835508,1761865652.966529,0.090244,0.300000,0.076577
command,4.849262,1761865652.980283,nan,0.300000,0.035959
error,4.873378,1761865653.004399,0.070732,0.300000,0.035959
command,4.883592,1761865653.014613,nan,0.300000,-0.002943
error,4.901275,1761865653.032296,0.048780,0.300000,-0.002943
command,4.916539,1761865653.047560,nan,0.300000,-0.025430
error,4.939430,1761865653.070451,0.024390,0.300000,-0.025430
command,4.948745,1761865653.079765,nan,0.300000,-0.051055
error,4.968542,1761865653.099563,-0.004878,0.300000,-0.051055
command,4.980838,1761865653.111859,nan,0.300000,-0.083427
error,4.998942,1761865653.129962,-0.029268,0.300000,-0.083427
command,5.013925,1761865653.144945,nan,0.300000,-0.086804
error,5.045355,1761865653.176376,-0.048780,0.300000,-0.086804
command,5.048292,1761865653.179313,nan,0.300000,-0.020488
error,5.067969,1761865653.198989,-0.070732,0.300000,-0.020488
command,5.081141,1761865653.212161,nan,0.300000,-0.161696
error,5.099286,1761865653.230307,-0.087805,0.300000,-0.161696
command,5.113234,1761865653.244255,nan,0.300000,-0.108277
error,5.140611,1761865653.271631,-0.104878,0.300000,-0.108277
command,5.147656,1761865653.278677,nan,0.300000,-0.119829
error,5.166969,1761865653.297990,-0.114634,0.300000,-0.119829
command,5.179776,1761865653.310797,nan,0.300000,-0.106596
error,5.199008,1761865653.330029,-0.136585,0.300000,-0.106596
command,5.211960,1761865653.342981,nan,0.300000,-0.156830
error,5.239861,1761865653.370881,-0.163415,0.300000,-0.156830
command,5.246360,1761865653.377380,nan,0.300000,-0.187299
error,5.266567,1761865653.397587,-0.190244,0.300000,-0.187299
command,5.278519,1761865653.409539,nan,0.300000,-0.205102
error,5.301572,1761865653.432592,-0.217073,0.300000,-0.205102
command,5.312319,1761865653.443340,nan,0.300000,-0.224801
error,5.332272,1761865653.463293,-0.251220,0.300000,-0.224801
command,5.344588,1761865653.475608,nan,0.300000,-0.269963
error,5.365330,1761865653.496351,-0.290244,0.300000,-0.269963
command,5.377802,1761865653.508823,nan,0.300000,-0.308811
error,5.398733,1761865653.529754,-0.326829,0.300000,-0.308811
command,5.410112,1761865653.541133,nan,0.300000,-0.330669
error,5.439263,1761865653.570283,-0.370732,0.300000,-0.330669
command,5.445156,1761865653.576176,nan,0.300000,-0.377057
error,5.468895,1761865653.599916,-0.429268,0.300000,-0.377057
command,5.477724,1761865653.608745,nan,0.300000,-0.461941
error,5.498984,1761865653.630004,-0.490244,0.300000,-0.461941
command,5.509354,1761865653.640374,nan,0.300000,-0.510609
error,5.538646,1761865653.669666,-0.524390,0.300000,-0.510609
command,5.543394,1761865653.674414,nan,0.300000,-0.458910
error,5.565617,1761865653.696638,-0.519512,0.300000,-0.458910
command,5.576075,1761865653.707096,nan,0.300000,-0.350439
error,5.604864,1761865653.735884,-0.473171,0.300000,-0.350439
command,5.609320,1761865653.740341,nan,0.300000,-0.202955
error,5.635384,1761865653.766404,-0.390244,0.300000,-0.202955
command,5.643680,1761865653.774700,nan,0.300000,-0.054293
error,5.665045,1761865653.796066,-0.297561,0.300000,-0.054293
command,5.675559,1761865653.806580,nan,0.300000,0.048515
error,5.698506,1761865653.829527,-0.221951,0.300000,0.048515
command,5.708905,1761865653.839925,nan,0.300000,0.051307
error,5.731870,1761865653.862890,-0.182927,0.300000,0.051307
command,5.741074,1761865653.872094,nan,0.300000,-0.019631
error,5.765014,1761865653.896034,-0.185366,0.300000,-0.019631
command,5.774354,1761865653.905375,nan,0.300000,-0.136374
error,5.800766,1761865653.931787,-0.212195,0.300000,-0.136374
command,5.807694,1761865653.938715,nan,0.300000,-0.221313
error,5.832699,1761865653.963719,-0.248780,0.300000,-0.221313
command,5.841063,1761865653.972084,nan,0.300000,-0.273472
error,5.865051,1761865653.996072,-0.282927,0.300000,-0.273472
command,5.873468,1761865654.004489,nan,0.300000,-0.292963
error,5.898677,1761865654.029697,-0.302439,0.300000,-0.292963
command,5.906845,1761865654.037865,nan,0.300000,-0.263906
error,5.931628,1761865654.062648,-0.295122,0.300000,-0.263906
command,5.939834,1761865654.070854,nan,0.300000,-0.186090
command,5.971954,1761865654.102975,nan,0.300000,-0.206585
error,5.973841,1761865654.104861,-0.280488,0.300000,-0.206585
error,5.998941,1761865654.129961,-0.246341,0.300000,-0.206585
command,6.005291,1761865654.136312,nan,0.300000,-0.040530
command,6.039139,1761865654.170160,nan,0.300000,-0.172439
error,6.039828,1761865654.170848,-0.197561,0.300000,-0.172439
error,6.065201,1761865654.196222,-0.139024,0.300000,-0.172439
command,6.071757,1761865654.202777,nan,0.300000,0.198806
error,6.105161,1761865654.236181,-0.060976,0.300000,0.198806
command,6.105195,1761865654.236216,nan,0.300000,-0.097317
error,6.135097,1761865654.266117,-0.007317,0.300000,-0.097317
command,6.137832,1761865654.268852,nan,0.300000,0.175319
command,6.170630,1761865654.301650,nan,0.300000,0.140654
error,6.171501,1761865654.302522,0.058537,0.300000,0.140654
error,6.198545,1761865654.329565,0.156098,0.300000,0.140654
command,6.203627,1761865654.334647,nan,0.300000,0.547121
error,6.232388,1761865654.363409,0.273171,0.300000,0.547121
command,6.236333,1761865654.367354,nan,0.300000,0.109268
error,6.264879,1761865654.395900,0.409756,0.300000,0.109268
command,6.268867,1761865654.399888,nan,0.300000,0.987842
command,6.302775,1761865654.433796,nan,0.300000,0.286829
error,6.306953,1761865654.437974,0.519512,0.300000,0.286829
error,6.332175,1761865654.463196,0.519512,0.300000,0.286829
command,6.336775,1761865654.467796,nan,0.300000,0.664466
error,6.364772,1761865654.495793,0.575610,0.300000,0.664466
command,6.368394,1761865654.499414,nan,0.300000,0.363659
command,6.403347,1761865654.534368,nan,0.300000,0.556262
error,6.410389,1761865654.541410,0.509756,0.300000,0.556262
command,6.434883,1761865654.565903,nan,0.300000,0.176357
error,6.435262,1761865654.566283,0.382927,0.300000,0.176357
command,6.468050,1761865654.599071,nan,0.300000,-0.083341
error,6.475197,1761865654.606218,0.256098,0.300000,-0.083341
error,6.500337,1761865654.631358,0.119512,0.300000,-0.083341
command,6.500651,1761865654.631671,nan,0.300000,-0.163590
command,6.534491,1761865654.665511,nan,0.300000,-0.280582
error,6.539240,1761865654.670261,0.002439,0.300000,-0.280582
error,6.565732,1761865654.696752,-0.070732,0.300000,-0.280582
command,6.568114,1761865654.699134,nan,0.300000,-0.319463
error,6.598736,1761865654.729756,-0.107317,0.300000,-0.319463
command,6.599785,1761865654.730805,nan,0.300000,-0.251368
command,6.634985,1761865654.766006,nan,0.300000,-0.176117
error,6.642310,1761865654.773331,-0.104878,0.300000,-0.176117
command,6.666186,1761865654.797207,nan,0.300000,-0.066912
error,6.666560,1761865654.797581,-0.082927,0.300000,-0.066912
command,6.699387,1761865654.830407,nan,0.300000,0.002757
error,6.699415,1761865654.830435,-0.046341,0.300000,0.002757
command,6.732585,1761865654.863605,nan,0.300000,0.067524
error,6.738364,1761865654.869385,0.000000,0.300000,0.067524
error,6.765854,1761865654.896874,0.048780,0.300000,0.067524
command,6.765883,1761865654.896904,nan,0.300000,0.124459
command,6.797712,1761865654.928733,nan,0.300000,0.169382
error,6.808304,1761865654.939325,0.102439,0.300000,0.169382
command,6.830792,1761865654.961812,nan,0.300000,0.215014
error,6.833473,1761865654.964494,0.151220,0.300000,0.215014
command,6.864547,1761865654.995568,nan,0.300000,0.239060
error,6.865206,1761865654.996226,0.202439,0.300000,0.239060
command,6.895748,1761865655.026768,nan,0.300000,0.285449
error,6.905534,1761865655.036554,0.251220,0.300000,0.285449
command,6.929551,1761865655.060571,nan,0.300000,0.306470
error,6.931738,1761865655.062758,0.292683,0.300000,0.306470
command,6.965518,1761865655.096539,nan,0.300000,0.317746
error,6.974262,1761865655.105283,0.339024,0.300000,0.317746
command,6.995301,1761865655.126321,nan,0.300000,0.363477
error,6.999680,1761865655.130701,0.380488,0.300000,0.363477
command,7.030795,1761865655.161815,nan,0.300000,0.380575
error,7.039610,1761865655.170630,0.419512,0.300000,0.380575
command,7.061741,1761865655.192762,nan,0.300000,0.398232
error,7.065044,1761865655.196065,0.456098,0.300000,0.398232
command,7.097933,1761865655.228953,nan,0.300000,0.419144
error,7.110485,1761865655.241505,0.492683,0.300000,0.419144
command,7.127454,1761865655.258474,nan,0.300000,0.445571
error,7.134632,1761865655.265652,0.504878,0.300000,0.445571
command,7.163832,1761865655.294852,nan,0.300000,0.386561
error,7.172007,1761865655.303028,0.526829,0.300000,0.386561
command,7.193431,1761865655.324451,nan,0.300000,0.428332
error,7.198329,1761865655.329350,0.526829,0.300000,0.428332
command,7.228482,1761865655.359503,nan,0.300000,0.368780
error,7.238706,1761865655.369727,0.526829,0.300000,0.368780
command,7.259176,1761865655.390196,nan,0.300000,0.368780
error,7.264842,1761865655.395862,0.526829,0.300000,0.368780
command,7.295652,1761865655.426672,nan,0.300000,0.368780
error,7.313908,1761865655.444928,0.526829,0.300000,0.368780
command,7.325627,1761865655.456647,nan,0.300000,0.368780
error,7.332407,1761865655.463428,0.526829,0.300000,0.368780
command,7.358574,1761865655.489594,nan,0.300000,0.368780
error,7.366382,1761865655.497403,0.404878,0.300000,0.368780
command,7.394151,1761865655.525172,nan,0.300000,-0.049157
error,7.405344,1761865655.536365,0.324390,0.300000,-0.049157
command,7.424081,1761865655.555101,nan,0.300000,0.004159
error,7.432600,1761865655.563621,0.241463,0.300000,0.004159
command,7.460664,1761865655.591685,nan,0.300000,-0.056759
error,7.479204,1761865655.610224,0.170732,0.300000,-0.056759
command,7.491237,1761865655.622257,nan,0.300000,-0.072320
error,7.498966,1761865655.629987,0.153659,0.300000,-0.072320
command,7.523276,1761865655.654297,nan,0.300000,0.060862
error,7.532291,1761865655.663311,0.156098,0.300000,0.060862
command,7.558795,1761865655.689816,nan,0.300000,0.115927
error,7.571078,1761865655.702098,0.178049,0.300000,0.115927
command,7.589617,1761865655.720637,nan,0.300000,0.183915
error,7.598729,1761865655.729749,0.197561,0.300000,0.183915
command,7.625584,1761865655.756604,nan,0.300000,0.191316
error,7.647315,1761865655.778336,0.231707,0.300000,0.191316
command,7.655670,1761865655.786691,nan,0.300000,0.256915
error,7.665737,1761865655.796757,0.253659,0.300000,0.256915
command,7.688071,1761865655.819092,nan,0.300000,0.236931
error,7.699394,1761865655.830414,0.270732,0.300000,0.236931
command,7.724206,1761865655.855226,nan,0.300000,0.236473
error,7.737774,1761865655.868794,0.285366,0.300000,0.236473
