type,stamp_relative,stamp_absolute,error,linear_x,angular_z
command,5.749127,1761865559.723831,nan,0.250000,0.118386
error,5.772936,1761865559.747640,0.029268,0.250000,0.118386
command,5.781729,1761865559.756432,nan,0.250000,0.054306
command,5.815289,1761865559.789993,nan,0.250000,0.020488
error,5.815327,1761865559.790031,0.029268,0.250000,0.020488
error,5.839875,1761865559.814579,0.019512,0.250000,0.020488
command,5.848424,1761865559.823128,nan,0.250000,-0.012714
error,5.878678,1761865559.853381,0.004878,0.250000,-0.012714
command,5.881608,1761865559.856312,nan,0.250000,0.013659
error,5.905936,1761865559.880640,-0.017073,0.250000,0.013659
command,5.914076,1761865559.888780,nan,0.250000,-0.114562
error,5.938629,1761865559.913333,-0.039024,0.250000,-0.114562
command,5.946613,1761865559.921317,nan,0.250000,-0.087776
error,5.974933,1761865559.949637,-0.058537,0.250000,-0.087776
command,5.979783,1761865559.954486,nan,0.250000,-0.093508
error,6.006727,1761865559.981431,-0.073171,0.250000,-0.093508
command,6.012881,1761865559.987585,nan,0.250000,-0.091416
error,6.047040,1761865560.021743,-0.082927,0.250000,-0.091416
command,6.047080,1761865560.021783,nan,0.250000,-0.051220
error,6.072989,1761865560.047693,-0.090244,0.250000,-0.051220
command,6.078672,1761865560.053375,nan,0.250000,-0.111295
command,6.112230,1761865560.086933,nan,0.250000,-0.063171
error,6.112743,1761865560.087447,-0.092683,0.250000,-0.063171
error,6.142606,1761865560.117309,-0.095122,0.250000,-0.063171
command,6.144490,1761865560.119194,nan,0.250000,-0.071601
command,6.177802,1761865560.152506,nan,0.250000,-0.073212
error,6.179305,1761865560.154008,-0.095122,0.250000,-0.073212
error,6.206682,1761865560.181386,-0.090244,0.250000,-0.073212
command,6.210807,1761865560.185510,nan,0.250000,-0.050037
command,6.244373,1761865560.219076,nan,0.250000,-0.063171
error,6.246010,1761865560.220713,-0.087805,0.250000,-0.063171
error,6.272900,1761865560.247604,-0.087805,0.250000,-0.063171
command,6.277169,1761865560.251873,nan,0.250000,-0.054810
command,6.311175,1761865560.285879,nan,0.250000,-0.061463
error,6.320293,1761865560.294997,-0.090244,0.250000,-0.061463
error,6.342056,1761865560.316759,-0.097561,0.250000,-0.061463
command,6.342094,1761865560.316797,nan,0.250000,-0.069857
error,6.374190,1761865560.348894,-0.114634,0.250000,-0.069857
command,6.377184,1761865560.351887,nan,0.250000,-0.087761
command,6.408402,1761865560.383106,nan,0.250000,-0.127450
error,6.412269,1761865560.386973,-0.129268,0.250000,-0.127450
error,6.440391,1761865560.415095,-0.153659,0.250000,-0.127450
command,6.442266,1761865560.416969,nan,0.250000,-0.130742
error,6.474718,1761865560.449422,-0.182927,0.250000,-0.130742
command,6.474755,1761865560.449458,nan,0.250000,-0.173776
error,6.506009,1761865560.480712,-0.212195,0.250000,-0.173776
command,6.509482,1761865560.484186,nan,0.250000,-0.204653
command,6.541553,1761865560.516256,nan,0.250000,-0.230644
error,6.545506,1761865560.520209,-0.258537,0.250000,-0.230644
error,6.574718,1761865560.549422,-0.304878,0.250000,-0.230644
command,6.574752,1761865560.549456,nan,0.250000,-0.308983
command,6.606766,1761865560.581470,nan,0.250000,-0.338078
error,6.612998,1761865560.587702,-0.363415,0.250000,-0.338078
command,6.641249,1761865560.615952,nan,0.250000,-0.414905
error,6.642025,1761865560.616728,-0.417073,0.250000,-0.414905
error,6.673980,1761865560.648684,-0.458537,0.250000,-0.414905
command,6.674013,1761865560.648716,nan,0.250000,-0.437646
command,6.705976,1761865560.680680,nan,0.250000,-0.433630
error,6.713550,1761865560.688253,-0.485366,0.250000,-0.433630
error,6.739561,1761865560.714264,-0.463415,0.250000,-0.433630
command,6.739991,1761865560.714694,nan,0.250000,-0.413073
command,6.774338,1761865560.749041,nan,0.250000,-0.264723
error,6.779872,1761865560.754576,-0.390244,0.250000,-0.264723
command,6.804012,1761865560.778715,nan,0.250000,-0.069189
error,6.809354,1761865560.784057,-0.314634,0.250000,-0.069189
command,6.838601,1761865560.813304,nan,0.250000,-0.017761
error,6.839184,1761865560.813887,-0.202439,0.250000,-0.017761
command,6.870844,1761865560.845547,nan,0.250000,0.169652
error,6.879159,1761865560.853862,-0.109756,0.250000,0.169652
command,6.904434,1761865560.879137,nan,0.250000,0.172877
error,6.906125,1761865560.880828,-0.051220,0.250000,0.172877
command,6.939422,1761865560.914125,nan,0.250000,0.123611
error,6.944862,1761865560.919566,-0.014634,0.250000,0.123611
command,6.971890,1761865560.946593,nan,0.250000,0.090594
error,6.980349,1761865560.955053,-0.024390,0.250000,0.090594
command,7.002322,1761865560.977026,nan,0.250000,-0.043564
error,7.007086,1761865560.981790,-0.043902,0.250000,-0.043564
command,7.035142,1761865561.009845,nan,0.250000,-0.084461
error,7.039238,1761865561.013941,-0.068293,0.250000,-0.084461
command,7.067726,1761865561.042429,nan,0.250000,-0.114750
error,7.072330,1761865561.047033,-0.095122,0.250000,-0.114750
command,7.101411,1761865561.076114,nan,0.250000,-0.138621
error,7.105685,1761865561.080389,-0.117073,0.250000,-0.138621
command,7.137294,1761865561.111998,nan,0.250000,-0.142254
error,7.147671,1761865561.122375,-0.114634,0.250000,-0.142254
command,7.167680,1761865561.142384,nan,0.250000,-0.073706
error,7.173132,1761865561.147835,-0.100000,0.250000,-0.073706
command,7.201545,1761865561.176249,nan,0.250000,-0.029919
error,7.213071,1761865561.187774,-0.063415,0.250000,-0.029919
command,7.233207,1761865561.207910,nan,0.250000,0.056044
error,7.239158,1761865561.213861,-0.034146,0.250000,0.056044
command,7.269398,1761865561.244101,nan,0.250000,0.056930
error,7.279705,1761865561.254409,0.029268,0.250000,0.056930
command,7.300177,1761865561.274880,nan,0.250000,0.188726
error,7.307960,1761865561.282663,0.102439,0.250000,0.188726
command,7.332072,1761865561.306776,nan,0.250000,0.277703
error,7.339069,1761865561.313773,0.202439,0.250000,0.277703
command,7.369277,1761865561.343980,nan,0.250000,0.406239
error,7.378764,1761865561.353468,0.324390,0.250000,0.406239
command,7.398455,1761865561.373159,nan,0.250000,0.566769
error,7.406781,1761865561.381484,0.458537,0.250000,0.566769
command,7.434082,1761865561.408786,nan,0.250000,0.684148
error,7.445123,1761865561.419827,0.458537,0.250000,0.684148
command,7.465189,1761865561.439893,nan,0.250000,0.320976
error,7.474730,1761865561.449433,0.458537,0.250000,0.320976
command,7.497327,1761865561.472031,nan,0.250000,0.320976
error,7.505693,1761865561.480397,0.458537,0.250000,0.320976
command,7.533812,1761865561.508516,nan,0.250000,0.320976
error,7.544688,1761865561.519391,0.563415,0.250000,0.320976
command,7.563714,1761865561.538417,nan,0.250000,0.678315
error,7.572166,1761865561.546869,0.468293,0.250000,0.678315
command,7.599660,1761865561.574364,nan,0.250000,0.069597
error,7.612151,1761865561.586855,0.373171,0.250000,0.069597
command,7.629194,1761865561.603897,nan,0.250000,-0.000061
error,7.640848,1761865561.615552,0.231707,0.250000,-0.000061
command,7.662094,1761865561.636798,nan,0.250000,-0.227275
error,7.672609,1761865561.647313,0.078049,0.250000,-0.227275
command,7.698832,1761865561.673536,nan,0.250000,-0.354784
